DA_CC,DA_EC,DA_LMP,DA_MLC,DEMAND,Date,Day,DayOfYear,DewPnt,DryBulb,Hour,Month,RT_CC,RT_EC,RT_LMP,RT_MLC,WeekDay,Year
-0.48,59.68,59.71,0.51,1763,1/1/2008,1,1,19,26,1,1,0,118.3,118.68,0.38,1,2008
-0.03,49.37,49.76,0.42,1680,1/1/2008,1,1,19,26,2,1,0,120.26,121.06,0.8,1,2008
0,43.91,44.29,0.38,1634,1/1/2008,1,1,19,26,3,1,0,87.69,88.1,0.41,1,2008
0,42.81,43.18,0.37,1602,1/1/2008,1,1,19,25,4,1,0,57.73,58.08,0.35,1,2008
0,43.91,44.29,0.38,1605,1/1/2008,1,1,19,25,5,1,0,65.78,66.18,0.4,1,2008
0,43.77,44.14,0.37,1649,1/1/2008,1,1,19,27,6,1,0,109.49,110.21,0.72,1,2008
0,52.91,53.37,0.46,1703,1/1/2008,1,1,19,27,7,1,0,64.49,64.9,0.41,1,2008
0,45.32,45.73,0.41,1748,1/1/2008,1,1,20,26,8,1,0,11.72,11.78,0.06,1,2008
0,52.29,52.76,0.47,1842,1/1/2008,1,1,20,25,9,1,0,49.2,49.47,0.27,1,2008
0,56.03,56.53,0.5,1967,1/1/2008,1,1,20,26,10,1,0,55.87,56.19,0.32,1,2008
-0.52,61.75,61.77,0.54,2076,1/1/2008,1,1,21,27,11,1,0,84.58,85.04,0.46,1,2008
-0.54,59.95,59.94,0.53,2169,1/1/2008,1,1,21,28,12,1,0,95.69,96.13,0.44,1,2008
-0.44,62.47,62.58,0.55,2212,1/1/2008,1,1,24,27,13,1,0,108.63,109.35,0.72,1,2008
-0.36,58.55,58.7,0.51,2200,1/1/2008,1,1,27,29,14,1,0,127.13,128.07,0.94,1,2008
-0.32,55.72,55.89,0.49,2184,1/1/2008,1,1,28,30,15,1,0,99.86,100.44,0.58,1,2008
-0.36,57.97,58.12,0.51,2180,1/1/2008,1,1,29,31,16,1,0,81.65,82.18,0.53,1,2008
-0.08,72.91,73.48,0.65,2310,1/1/2008,1,1,28,30,17,1,0,92.99,93.25,0.26,1,2008
0,94,94.84,0.84,2496,1/1/2008,1,1,27,30,18,1,0,135.51,135.78,0.27,1,2008
-0.56,76.87,76.98,0.67,2465,1/1/2008,1,1,27,29,19,1,0,100.75,100.93,0.18,1,2008
-0.39,73.25,73.49,0.63,2401,1/1/2008,1,1,27,29,20,1,0,131.69,132.01,0.32,1,2008
-0.16,71.07,71.52,0.61,2297,1/1/2008,1,1,26,28,21,1,0,119.48,120.08,0.6,1,2008
-0.66,62.92,62.8,0.54,2146,1/1/2008,1,1,26,28,22,1,0,79.15,79.56,0.41,1,2008
-0.41,54.72,54.78,0.47,1957,1/1/2008,1,1,25,28,23,1,0,52.15,52.4,0.25,1,2008
0,55.35,55.82,0.47,1795,1/1/2008,1,1,25,27,24,1,0,60.02,60.37,0.35,1,2008
-0.11,82.16,82.67,0.62,1694,1/2/2008,2,2,25,27,1,1,0,38.72,39.11,0.39,2,2008
-0.27,75.19,75.49,0.57,1627,1/2/2008,2,2,24,26,2,1,0,7.55,7.63,0.08,2,2008
-0.42,68.35,68.45,0.52,1614,1/2/2008,2,2,23,27,3,1,0,6.24,6.29,0.05,2,2008
-0.24,68.28,68.56,0.52,1625,1/2/2008,2,2,23,27,4,1,0,31.33,31.63,0.3,2,2008
-0.06,69.98,70.46,0.54,1676,1/2/2008,2,2,24,27,5,1,0,26.2,26.47,0.27,2,2008
-1.6,84.38,83.43,0.65,1844,1/2/2008,2,2,24,27,6,1,0,77.61,78.45,0.84,2,2008
-3.66,82.67,79.65,0.64,2163,1/2/2008,2,2,25,28,7,1,0,78.7,79.32,0.62,2,2008
-2.23,93.25,91.74,0.72,2348,1/2/2008,2,2,21,26,8,1,0,83.26,83.82,0.56,2,2008
-1.88,98.04,96.91,0.75,2401,1/2/2008,2,2,19,24,9,1,0,81.22,81.69,0.47,2,2008
-1.29,102.52,102.02,0.79,2428,1/2/2008,2,2,17,23,10,1,0,110.19,110.73,0.54,2,2008
-0.94,103.54,103.4,0.8,2470,1/2/2008,2,2,16,23,11,1,0,129.03,129.72,0.69,2,2008
-0.75,106.19,106.25,0.81,2482,1/2/2008,2,2,15,22,12,1,0,134.46,135.56,1.1,2,2008
-0.9,103.97,103.86,0.79,2463,1/2/2008,2,2,15,22,13,1,0,128.26,129.32,1.06,2,2008
-1.12,99.59,99.22,0.75,2449,1/2/2008,2,2,15,24,14,1,0,92.19,92.75,0.56,2,2008
-1.35,91.65,90.99,0.69,2445,1/2/2008,2,2,14,24,15,1,0,76.1,76.54,0.44,2,2008
-1.12,95.44,95.04,0.72,2468,1/2/2008,2,2,11,21,16,1,0,136.89,137.72,0.83,2,2008
-2.41,120.47,119,0.94,2650,1/2/2008,2,2,8,19,17,1,0,191.45,192.65,1.2,2,2008
-3.82,137.89,135.14,1.07,2852,1/2/2008,2,2,5,17,18,1,0,263.05,263.99,0.94,2,2008
-3.86,128.25,125.39,1,2866,1/2/2008,2,2,1,14,19,1,0,164.4,165.35,0.95,2,2008
-3.05,124.78,122.7,0.97,2814,1/2/2008,2,2,-1,12,20,1,0,185.69,187.31,1.62,2,2008
-1.62,115.69,114.96,0.89,2738,1/2/2008,2,2,-3,10,21,1,0,145.62,146.89,1.27,2,2008
-0.61,105.12,105.31,0.8,2594,1/2/2008,2,2,-3,9,22,1,0,123.7,124.54,0.84,2,2008
-1.44,85.79,85,0.65,2381,1/2/2008,2,2,-4,7,23,1,0,96.79,97.31,0.52,2,2008
-2.42,80,78.18,0.6,2199,1/2/2008,2,2,-6,6,24,1,0,93.33,93.6,0.27,2,2008
-0.83,99.65,99.42,0.6,2062,1/3/2008,3,3,-5,5,1,1,0,93.99,94.31,0.32,3,2008
-0.77,99.54,99.37,0.6,2010,1/3/2008,3,3,-6,5,2,1,0,94.26,94.55,0.29,3,2008
-0.45,101.57,101.73,0.61,1983,1/3/2008,3,3,-6,4,3,1,0,126.9,127.57,0.67,3,2008
-0.27,101.39,101.73,0.61,1990,1/3/2008,3,3,-7,3,4,1,0,100.01,100.54,0.53,3,2008
-0.04,109.81,110.44,0.67,2041,1/3/2008,3,3,-7,2,5,1,0,106.25,106.74,0.49,3,2008
0,129.24,130.03,0.79,2202,1/3/2008,3,3,-8,1,6,1,0,128.94,129.28,0.34,3,2008
0.29,158.97,160.22,0.96,2510,1/3/2008,3,3,-8,1,7,1,0,189.97,190.12,0.15,3,2008
0.34,161.54,162.87,0.99,2687,1/3/2008,3,3,-9,0,8,1,0,188.33,187.92,-0.41,3,2008
0.47,168.03,169.53,1.03,2702,1/3/2008,3,3,-9,0,9,1,0,155.91,155.81,-0.1,3,2008
0.56,172.27,173.87,1.04,2682,1/3/2008,3,3,-9,2,10,1,0,149.87,149.83,-0.04,3,2008
-0.97,159.34,159.33,0.96,2710,1/3/2008,3,3,-9,3,11,1,0,134.45,134.51,0.06,3,2008
-1.23,155.5,155.2,0.93,2702,1/3/2008,3,3,-8,5,12,1,0,148.2,148.95,0.75,3,2008
-1.94,141.77,140.68,0.85,2676,1/3/2008,3,3,-8,7,13,1,0,142.69,143.74,1.05,3,2008
-1.59,140.41,139.66,0.84,2661,1/3/2008,3,3,-8,9,14,1,0,139.64,140.75,1.11,3,2008
-1.76,135.26,134.31,0.81,2638,1/3/2008,3,3,-7,9,15,1,0,136.69,137.75,1.06,3,2008
-1.59,140.76,140.01,0.84,2657,1/3/2008,3,3,-6,10,16,1,0,139.23,140.21,0.98,3,2008
-0.97,145.54,145.46,0.89,2819,1/3/2008,3,3,-6,9,17,1,0,146.21,147.09,0.88,3,2008
0,185.43,186.54,1.11,3015,1/3/2008,3,3,-7,6,18,1,0,153.09,154.01,0.92,3,2008
-0.33,184.26,185.04,1.11,3016,1/3/2008,3,3,-7,5,19,1,0,156.14,157.16,1.02,3,2008
-5.2,151.92,147.63,0.91,2959,1/3/2008,3,3,-9,4,20,1,0,149.42,150.22,0.8,3,2008
-2.66,143.22,141.42,0.86,2865,1/3/2008,3,3,-9,3,21,1,0,144.23,144.81,0.58,3,2008
-1.3,146.65,146.23,0.88,2702,1/3/2008,3,3,-9,3,22,1,0,142.95,143.89,0.94,3,2008
-1.03,130.31,130.07,0.79,2487,1/3/2008,3,3,-8,4,23,1,0,130.52,131.04,0.52,3,2008
-0.98,126.48,126.25,0.75,2296,1/3/2008,3,3,-8,2,24,1,0,131.47,132.05,0.58,3,2008
-0.26,90.76,91.03,0.53,2174,1/4/2008,4,4,-9,2,1,1,0,97.84,98.38,0.54,4,2008
0,90.49,91.02,0.53,2118,1/4/2008,4,4,-9,2,2,1,0,127.74,128.61,0.87,4,2008
2.72,88.53,91.77,0.52,2079,1/4/2008,4,4,-7,3,3,1,0,133.04,134.45,1.41,4,2008
2.67,88.55,91.75,0.53,2059,1/4/2008,4,4,-6,5,4,1,0,124.75,126.07,1.32,4,2008
-0.17,87.89,88.24,0.52,2110,1/4/2008,4,4,-7,3,5,1,0,98.3,99,0.7,4,2008
-0.32,99.94,100.22,0.6,2258,1/4/2008,4,4,-8,3,6,1,0,108.6,109.2,0.6,4,2008
-0.19,127.57,128.13,0.75,2548,1/4/2008,4,4,-8,4,7,1,0.29,164.29,165.55,0.97,4,2008
-2.02,116.78,115.45,0.69,2717,1/4/2008,4,4,-6,7,8,1,0,136.27,136.69,0.42,4,2008
-1.29,115.61,115,0.68,2719,1/4/2008,4,4,-3,8,9,1,-0.37,130.21,130.65,0.81,4,2008
-1.43,114.6,113.84,0.67,2713,1/4/2008,4,4,0,11,10,1,-0.1,135.98,136.64,0.76,4,2008
-1.21,110.56,110,0.65,2723,1/4/2008,4,4,3,15,11,1,-0.37,111,111.41,0.78,4,2008
-1.21,102.12,101.5,0.59,2682,1/4/2008,4,4,5,17,12,1,-0.14,133.78,134.57,0.93,4,2008
-1.35,100.85,100.09,0.59,2624,1/4/2008,4,4,5,22,13,1,-0.08,105.88,106.55,0.75,4,2008
-1.29,97.87,97.15,0.57,2588,1/4/2008,4,4,5,24,14,1,0,88.46,89.03,0.57,4,2008
-1.35,92.35,91.54,0.54,2546,1/4/2008,4,4,7,24,15,1,0,87.91,88.44,0.53,4,2008
-0.34,94.57,94.78,0.55,2525,1/4/2008,4,4,8,24,16,1,-0.78,89.5,89.22,0.5,4,2008
-1.37,120.67,120,0.7,2640,1/4/2008,4,4,9,24,17,1,-0.85,115.52,115.3,0.63,4,2008
-3.32,126.28,123.68,0.72,2783,1/4/2008,4,4,9,24,18,1,-0.36,99.97,100.27,0.66,4,2008
-7.01,117.47,111.13,0.67,2765,1/4/2008,4,4,8,23,19,1,0,101.02,101.49,0.47,4,2008
-2.1,108,106.52,0.62,2679,1/4/2008,4,4,8,22,20,1,0,93.51,93.97,0.46,4,2008
-0.94,104.58,104.24,0.6,2584,1/4/2008,4,4,9,22,21,1,0,100.37,100.9,0.53,4,2008
-1.12,95.57,95,0.55,2460,1/4/2008,4,4,9,22,22,1,0,94.97,95.49,0.52,4,2008
-0.92,88.89,88.49,0.52,2280,1/4/2008,4,4,9,22,23,1,0,62.43,62.68,0.25,4,2008
0,94.94,95.49,0.55,2094,1/4/2008,4,4,9,22,24,1,0,70.12,70.27,0.15,4,2008
0,75.45,75.84,0.39,1960,1/5/2008,5,5,9,22,1,1,0,80.98,81.31,0.33,5,2008
-0.38,62.29,62.24,0.33,1890,1/5/2008,5,5,10,23,2,1,-4.74,65.55,61.07,0.26,5,2008
-0.3,60.76,60.78,0.32,1853,1/5/2008,5,5,10,24,3,1,-1.54,76.33,75.27,0.48,5,2008
-0.3,60.75,60.77,0.32,1825,1/5/2008,5,5,10,24,4,1,0,65.68,66.21,0.53,5,2008
-0.37,60.02,59.97,0.32,1826,1/5/2008,5,5,11,25,5,1,-4.04,65.97,62.2,0.27,5,2008
-0.61,61.07,60.78,0.32,1879,1/5/2008,5,5,10,24,6,1,0,64.63,64.92,0.29,5,2008
-1.09,62.6,61.84,0.33,1979,1/5/2008,5,5,10,25,7,1,-0.54,54.13,53.87,0.28,5,2008
-0.1,62.96,63.19,0.33,2075,1/5/2008,5,5,10,23,8,1,0,63.41,63.83,0.42,5,2008
0,71.95,72.33,0.38,2197,1/5/2008,5,5,10,24,9,1,0,81.56,82.26,0.7,5,2008
0,84.28,84.73,0.45,2279,1/5/2008,5,5,10,26,10,1,0,85.22,85.93,0.71,5,2008
0,83.04,83.47,0.43,2301,1/5/2008,5,5,10,30,11,1,0,80.81,81.4,0.59,5,2008
0,80.47,80.89,0.42,2288,1/5/2008,5,5,10,32,12,1,0,83.45,84.04,0.59,5,2008
0,74.15,74.54,0.39,2252,1/5/2008,5,5,11,34,13,1,0,64.7,65.09,0.39,5,2008
0,65.02,65.35,0.33,2209,1/5/2008,5,5,11,35,14,1,0,60.26,60.55,0.29,5,2008
-0.21,61.77,61.88,0.32,2181,1/5/2008,5,5,12,36,15,1,0,54.67,54.91,0.24,5,2008
-0.31,60.78,60.78,0.31,2187,1/5/2008,5,5,11,35,16,1,0,57.24,57.48,0.24,5,2008
-0.27,79.67,79.83,0.43,2319,1/5/2008,5,5,12,35,17,1,0,83.04,83.39,0.35,5,2008
-1.69,99.94,98.77,0.52,2482,1/5/2008,5,5,14,33,18,1,0,101.27,101.55,0.28,5,2008
-1.6,93.69,92.57,0.48,2455,1/5/2008,5,5,14,33,19,1,0,123.64,123.88,0.24,5,2008
-1.49,83.93,82.88,0.44,2379,1/5/2008,5,5,14,33,20,1,0,66.09,66.22,0.13,5,2008
-1.11,76.83,76.11,0.39,2300,1/5/2008,5,5,16,33,21,1,0,61.5,61.72,0.22,5,2008
0,68.49,68.84,0.35,2194,1/5/2008,5,5,16,33,22,1,0,48.78,48.97,0.19,5,2008
-1.93,64.11,62.51,0.33,2049,1/5/2008,5,5,18,34,23,1,0,25.35,25.46,0.11,5,2008
-0.48,60.95,60.79,0.32,1904,1/5/2008,5,5,22,34,24,1,0,40.64,40.81,0.17,5,2008
-0.34,60.92,60.87,0.29,1763,1/6/2008,6,6,23,35,1,1,0,45.6,45.8,0.2,6,2008
-1.01,54.04,53.29,0.26,1679,1/6/2008,6,6,24,36,2,1,0,49.39,49.69,0.3,6,2008
-1.34,50.81,49.72,0.25,1635,1/6/2008,6,6,25,35,3,1,0,52.43,52.77,0.34,6,2008
-1.37,50.51,49.39,0.25,1610,1/6/2008,6,6,27,34,4,1,0,41.31,41.62,0.31,6,2008
-1.35,50.82,49.72,0.25,1608,1/6/2008,6,6,27,33,5,1,0,40.82,41.14,0.32,6,2008
-1.82,46.25,44.66,0.23,1647,1/6/2008,6,6,27,33,6,1,0,44.73,44.97,0.24,6,2008
-1.11,53.56,52.71,0.26,1718,1/6/2008,6,6,27,32,7,1,0,38.49,38.77,0.28,6,2008
-0.86,45.44,44.81,0.23,1791,1/6/2008,6,6,27,32,8,1,0,23.86,24.03,0.17,6,2008
-1.16,53.61,52.71,0.26,1924,1/6/2008,6,6,28,34,9,1,0,42.58,42.82,0.24,6,2008
-0.5,59.78,59.58,0.3,2040,1/6/2008,6,6,28,34,10,1,0,57.6,57.89,0.29,6,2008
-0.25,62.06,62.11,0.3,2104,1/6/2008,6,6,28,36,11,1,0,63.21,63.55,0.34,6,2008
0,64.42,64.73,0.31,2131,1/6/2008,6,6,28,36,12,1,0,64.98,65.25,0.27,6,2008
0,61.3,61.6,0.3,2125,1/6/2008,6,6,29,38,13,1,0,66.94,67.24,0.3,6,2008
0,58,58.28,0.28,2083,1/6/2008,6,6,32,43,14,1,0,63.21,63.42,0.21,6,2008
0,56.01,56.28,0.27,2046,1/6/2008,6,6,32,44,15,1,0,62.97,63.18,0.21,6,2008
-0.54,53.03,52.75,0.26,2052,1/6/2008,6,6,31,44,16,1,0,56.59,56.81,0.22,6,2008
0,71.32,71.67,0.35,2218,1/6/2008,6,6,31,44,17,1,0,75.02,75.42,0.4,6,2008
0,89.54,89.97,0.43,2423,1/6/2008,6,6,31,41,18,1,0,84.12,84.45,0.33,6,2008
0,87.54,87.96,0.42,2424,1/6/2008,6,6,31,40,19,1,0,76.54,76.77,0.23,6,2008
0,75.86,76.22,0.36,2362,1/6/2008,6,6,31,40,20,1,0,64.95,65.17,0.22,6,2008
0,66.92,67.24,0.32,2263,1/6/2008,6,6,33,39,21,1,0,65.74,66.21,0.47,6,2008
0,64,64.3,0.3,2114,1/6/2008,6,6,34,40,22,1,0,61.51,61.91,0.4,6,2008
-0.8,53.9,53.36,0.26,1938,1/6/2008,6,6,35,40,23,1,0,31.01,31.15,0.14,6,2008
-0.38,52.84,52.7,0.24,1773,1/6/2008,6,6,36,41,24,1,0,42.06,42.14,0.08,6,2008
0,39.38,39.57,0.19,1664,1/7/2008,7,7,35,40,1,1,0,54.33,54.55,0.22,0,2008
0,39.17,39.35,0.18,1607,1/7/2008,7,7,34,39,2,1,0,31.8,31.94,0.14,0,2008
0,38.13,38.32,0.19,1587,1/7/2008,7,7,33,38,3,1,0,28.59,28.73,0.14,0,2008
0,38.13,38.32,0.19,1592,1/7/2008,7,7,35,40,4,1,0,38.63,38.83,0.2,0,2008
0,39.37,39.57,0.2,1643,1/7/2008,7,7,36,41,5,1,0,25.25,25.42,0.17,0,2008
-0.61,47,46.63,0.24,1814,1/7/2008,7,7,37,42,6,1,0,24.96,25.15,0.19,0,2008
0,64.84,65.17,0.33,2133,1/7/2008,7,7,37,40,7,1,0,57.89,58.38,0.49,0,2008
-0.59,66.4,66.14,0.33,2305,1/7/2008,7,7,37,41,8,1,0,60.46,60.98,0.52,0,2008
-0.68,68.1,67.75,0.33,2330,1/7/2008,7,7,37,42,9,1,0,60.81,61.35,0.54,0,2008
-0.73,71.37,70.99,0.35,2345,1/7/2008,7,7,37,42,10,1,0,61.86,62.41,0.55,0,2008
-0.9,67.05,66.47,0.32,2370,1/7/2008,7,7,38,45,11,1,0,55.43,55.94,0.51,0,2008
-0.53,69.93,69.73,0.33,2366,1/7/2008,7,7,38,46,12,1,0,47.68,48.11,0.43,0,2008
-0.63,64.81,64.5,0.32,2341,1/7/2008,7,7,38,47,13,1,0,46.51,46.88,0.37,0,2008
-0.57,63.02,62.75,0.3,2306,1/7/2008,7,7,40,49,14,1,0,61.66,62.2,0.54,0,2008
-0.58,61.29,61,0.29,2270,1/7/2008,7,7,41,51,15,1,0,46.15,46.51,0.36,0,2008
-0.7,61.8,61.4,0.3,2263,1/7/2008,7,7,41,53,16,1,0,22.77,22.95,0.18,0,2008
-3.48,69.53,66.38,0.33,2382,1/7/2008,7,7,41,52,17,1,0,47.89,48.27,0.38,0,2008
-2.82,94.13,91.76,0.45,2585,1/7/2008,7,7,41,50,18,1,0,79.85,80.57,0.72,0,2008
-6.14,82.81,77.07,0.4,2570,1/7/2008,7,7,41,48,19,1,-0.21,64.24,64.47,0.44,0,2008
-1.58,66.37,65.11,0.32,2504,1/7/2008,7,7,41,48,20,1,0,62.54,62.92,0.38,0,2008
-0.96,68.4,67.76,0.32,2407,1/7/2008,7,7,41,47,21,1,0,58.33,58.75,0.42,0,2008
-0.84,63.82,63.28,0.3,2239,1/7/2008,7,7,41,47,22,1,0,47.67,48,0.33,0,2008
-1.8,51.48,49.92,0.24,2030,1/7/2008,7,7,41,48,23,1,0,31.58,31.79,0.21,0,2008
-0.89,54.2,53.57,0.26,1838,1/7/2008,7,7,41,47,24,1,0,48.69,49.01,0.32,0,2008
0,45.65,45.87,0.22,1715,1/8/2008,8,8,42,48,1,1,0,71.44,71.9,0.46,1,2008
0,39.05,39.24,0.19,1659,1/8/2008,8,8,43,49,2,1,0,70.29,70.81,0.52,1,2008
0,38.32,38.51,0.19,1619,1/8/2008,8,8,44,51,3,1,0,45.68,46.03,0.35,1,2008
0,38.32,38.51,0.19,1612,1/8/2008,8,8,44,51,4,1,0,48.12,48.52,0.4,1,2008
0,38.32,38.51,0.19,1651,1/8/2008,8,8,44,52,5,1,0,45.67,46.07,0.4,1,2008
0,45.34,45.56,0.22,1797,1/8/2008,8,8,44,53,6,1,0,69.72,70.35,0.63,1,2008
0,62.96,63.26,0.3,2112,1/8/2008,8,8,44,52,7,1,0,107.57,108.42,0.85,1,2008
0,69.77,70.1,0.33,2271,1/8/2008,8,8,45,52,8,1,0,91.75,92.59,0.84,1,2008
0,69.35,69.67,0.32,2276,1/8/2008,8,8,45,53,9,1,0,84.18,85,0.82,1,2008
0,62.67,62.97,0.3,2278,1/8/2008,8,8,46,57,10,1,0,65.89,66.57,0.68,1,2008
0,63.9,64.2,0.3,2279,1/8/2008,8,8,47,58,11,1,0,85.52,86.61,1.09,1,2008
0,62.98,63.27,0.29,2272,1/8/2008,8,8,46,57,12,1,0,97.88,99.23,1.35,1,2008
0,61.93,62.23,0.3,2249,1/8/2008,8,8,46,60,13,1,0,75.1,76.05,0.95,1,2008
0,59.88,60.16,0.28,2237,1/8/2008,8,8,47,62,14,1,0,62.05,62.76,0.71,1,2008
0,58.98,59.26,0.28,2209,1/8/2008,8,8,46,60,15,1,0,59.02,59.68,0.66,1,2008
0,57.5,57.78,0.28,2198,1/8/2008,8,8,46,59,16,1,0,61.92,62.65,0.73,1,2008
0,67.67,68,0.33,2349,1/8/2008,8,8,46,57,17,1,0,81.81,82.65,0.84,1,2008
0.18,88.48,89.09,0.43,2517,1/8/2008,8,8,45,56,18,1,0,88.35,89.25,0.9,1,2008
0.04,81.75,82.17,0.38,2491,1/8/2008,8,8,44,52,19,1,0,100.55,101.67,1.12,1,2008
0,68.46,68.78,0.32,2425,1/8/2008,8,8,44,50,20,1,0,72.9,73.65,0.75,1,2008
0,67.84,68.15,0.31,2333,1/8/2008,8,8,43,47,21,1,0,82.13,83.05,0.92,1,2008
0,62.37,62.66,0.29,2170,1/8/2008,8,8,45,50,22,1,0,94.05,95.02,0.97,1,2008
0,56.07,56.33,0.26,1965,1/8/2008,8,8,45,49,23,1,0,77.32,77.9,0.58,1,2008
0,52.16,52.41,0.25,1779,1/8/2008,8,8,44,46,24,1,0,58.74,59.09,0.35,1,2008
0,60.53,60.84,0.31,1667,1/9/2008,9,9,45,47,1,1,0,98.37,99.14,0.77,2,2008
0,59.36,59.67,0.31,1591,1/9/2008,9,9,45,47,2,1,0,69.09,69.73,0.64,2,2008
0,53.59,53.87,0.28,1561,1/9/2008,9,9,47,49,3,1,0,133.05,134.3,1.25,2,2008
0,52.33,52.6,0.27,1554,1/9/2008,9,9,47,50,4,1,0,81.96,82.74,0.78,2,2008
0,59.36,59.67,0.31,1590,1/9/2008,9,9,48,51,5,1,0,56.45,56.97,0.52,2,2008
0,60.52,60.84,0.32,1739,1/9/2008,9,9,49,52,6,1,0,33.51,33.86,0.35,2,2008
0,71.65,72.03,0.38,2051,1/9/2008,9,9,49,52,7,1,0,45.6,46.09,0.49,2,2008
0,72.05,72.42,0.37,2224,1/9/2008,9,9,49,53,8,1,0,63.69,64.49,0.8,2,2008
0,72.19,72.55,0.36,2251,1/9/2008,9,9,50,53,9,1,0,63.14,63.9,0.76,2,2008
0,72.64,73,0.36,2284,1/9/2008,9,9,50,54,10,1,0,67.61,68.47,0.86,2,2008
0,74.88,75.26,0.38,2312,1/9/2008,9,9,50,55,11,1,0,79.43,80.51,1.08,2,2008
0,73.19,73.56,0.37,2323,1/9/2008,9,9,50,54,12,1,0,78.5,79.5,1,2,2008
0,71.3,71.66,0.36,2296,1/9/2008,9,9,50,54,13,1,0,79.56,80.55,0.99,2,2008
0,70.08,70.44,0.36,2267,1/9/2008,9,9,47,56,14,1,0,74.05,74.99,0.94,2,2008
0,68.33,68.67,0.34,2232,1/9/2008,9,9,41,58,15,1,0,58.75,59.39,0.64,2,2008
0,64.14,64.47,0.33,2217,1/9/2008,9,9,34,53,16,1,0,54.12,54.71,0.59,2,2008
0,74.36,74.75,0.39,2325,1/9/2008,9,9,32,53,17,1,0,70.26,71,0.74,2,2008
0,96.61,97.1,0.49,2523,1/9/2008,9,9,27,50,18,1,0,102.09,103.21,1.12,2,2008
0,89.95,90.4,0.45,2509,1/9/2008,9,9,16,49,19,1,0,78.39,79.28,0.89,2,2008
0,77.72,78.11,0.39,2450,1/9/2008,9,9,17,48,20,1,0,69.99,70.84,0.85,2,2008
0,72.79,73.15,0.36,2352,1/9/2008,9,9,15,46,21,1,0,58.03,58.71,0.68,2,2008
0,66.18,66.51,0.33,2211,1/9/2008,9,9,16,44,22,1,0,47.16,47.77,0.61,2,2008
0,60.94,61.24,0.3,2005,1/9/2008,9,9,15,42,23,1,0,39.13,39.58,0.45,2,2008
0,58.16,58.45,0.29,1814,1/9/2008,9,9,17,41,24,1,0,27.96,28.18,0.22,2,2008
0,47.08,47.35,0.27,1706,1/10/2008,10,10,20,39,1,1,0,6.81,6.88,0.07,3,2008
0,47.19,47.46,0.27,1642,1/10/2008,10,10,21,38,2,1,0,26.95,27.21,0.26,3,2008
0,52.57,52.88,0.31,1613,1/10/2008,10,10,21,37,3,1,0,42.95,43.45,0.5,3,2008
0,52.55,52.87,0.32,1616,1/10/2008,10,10,23,36,4,1,0,32.04,32.42,0.38,3,2008
0,45.2,45.47,0.27,1661,1/10/2008,10,10,23,36,5,1,0,26.77,27.07,0.3,3,2008
0,52.57,52.88,0.31,1817,1/10/2008,10,10,23,35,6,1,0,37.63,38.02,0.39,3,2008
-0.05,68,68.35,0.4,2140,1/10/2008,10,10,23,34,7,1,0,63.3,63.94,0.64,3,2008
0,70.32,70.73,0.41,2306,1/10/2008,10,10,23,33,8,1,0,61.81,62.63,0.82,3,2008
0,72.64,73.07,0.43,2319,1/10/2008,10,10,23,34,9,1,0,62.36,63.16,0.8,3,2008
0,71.35,71.76,0.41,2311,1/10/2008,10,10,23,36,10,1,0,43.16,43.67,0.51,3,2008
0,69.56,69.96,0.4,2314,1/10/2008,10,10,23,38,11,1,0,15.53,15.69,0.16,3,2008
0,67.96,68.35,0.39,2303,1/10/2008,10,10,23,41,12,1,0,44.61,45.09,0.48,3,2008
0,67.54,67.93,0.39,2294,1/10/2008,10,10,23,42,13,1,0,62.08,62.79,0.71,3,2008
0,62.62,62.98,0.36,2280,1/10/2008,10,10,22,43,14,1,0,57.95,58.64,0.69,3,2008
0,61.35,61.7,0.35,2260,1/10/2008,10,10,23,42,15,1,0,30.87,31.22,0.35,3,2008
0,61.1,61.45,0.35,2267,1/10/2008,10,10,22,42,16,1,0,32.65,33.01,0.36,3,2008
0,76.57,77.02,0.45,2399,1/10/2008,10,10,22,41,17,1,0,66.2,67.09,0.89,3,2008
0,94.59,95.14,0.55,2574,1/10/2008,10,10,23,39,18,1,0,74.33,75.28,0.95,3,2008
0,92.66,93.19,0.53,2568,1/10/2008,10,10,23,38,19,1,0,70.45,71.29,0.84,3,2008
0,80.94,81.41,0.47,2510,1/10/2008,10,10,23,36,20,1,0,66.4,67.23,0.83,3,2008
0,75.54,75.97,0.43,2423,1/10/2008,10,10,22,37,21,1,0,61.54,62.35,0.81,3,2008
0,67.96,68.35,0.39,2278,1/10/2008,10,10,23,36,22,1,0,41.89,42.41,0.52,3,2008
-0.53,61.7,61.52,0.35,2061,1/10/2008,10,10,22,36,23,1,0,50.15,50.57,0.42,3,2008
0,56.91,57.23,0.32,1869,1/10/2008,10,10,22,38,24,1,0,31.13,31.41,0.28,3,2008
0,36.73,36.96,0.23,1739,1/11/2008,11,11,23,37,1,1,0,45.89,46.33,0.44,4,2008
0.1,35.31,35.65,0.24,1681,1/11/2008,11,11,24,37,2,1,0,47.79,48.3,0.51,4,2008
0.11,35.22,35.56,0.23,1643,1/11/2008,11,11,23,37,3,1,0,32.13,32.47,0.34,4,2008
0.1,34.2,34.53,0.23,1640,1/11/2008,11,11,24,36,4,1,0,37.43,37.81,0.38,4,2008
