,DA_CC,DA_EC,DA_LMP,DA_MLC,DEMAND,Date,Day,DayOfYear,DewPnt,DryBulb,Hour,Month,RT_CC,RT_EC,RT_LMP,RT_MLC,WeekDay,Year
495,0.0,87.05,87.24,0.19,2169.401198974914,1/21/2011,21,21,13,23,16,1,0.0,70.7,71.15,0.45,4,2011
496,0.0,103.67,103.93,0.26,2284.0400728970803,1/21/2011,21,21,12,22,17,1,0.0,80.19,80.67,0.48,4,2011
497,0.0,122.64,123.0,0.36,2499.8755875242405,1/21/2011,21,21,11,21,18,1,0.0,124.57,125.15,0.58,4,2011
498,0.0,121.78,122.26,0.48,2412.1989556485787,1/21/2011,21,21,11,21,19,1,0.0,89.63,90.16,0.53,4,2011
499,0.0,96.28,96.65,0.37,2287.124904095419,1/21/2011,21,21,10,20,20,1,0.0,104.83,105.51,0.68,4,2011
500,0.0,89.33,89.61,0.28,2202.7298494307543,1/21/2011,21,21,9,18,21,1,0.0,89.73,90.35,0.62,4,2011
501,0.0,86.6,87.23,0.63,2160.3829649927857,1/21/2011,21,21,8,17,22,1,0.0,71.7,72.28,0.58,4,2011
502,0.0,94.67,95.4,0.73,2169.6921626275453,1/21/2011,21,21,8,16,23,1,0.0,69.63,70.43,0.8,4,2011
503,0.0,84.24,84.93,0.69,2072.409090609569,1/21/2011,21,21,9,16,24,1,0.0,42.4,42.89,0.49,4,2011
504,0.0,79.37,80.0,0.63,2048.214805228147,1/22/2011,22,22,8,15,1,1,0.0,47.11,47.64,0.53,5,2011
505,0.0,59.81,60.41,0.6,1970.6343095007674,1/22/2011,22,22,7,14,2,1,0.0,74.75,75.61,0.86,5,2011
506,0.0,54.38,54.86,0.48,1901.2043457787631,1/22/2011,22,22,6,13,3,1,0.0,56.28,56.99,0.71,5,2011
507,0.0,54.39,54.89,0.5,1906.9768246897445,1/22/2011,22,22,5,12,4,1,0.0,60.62,61.37,0.75,5,2011
508,-0.84,60.98,60.6,0.46,1981.267127520994,1/22/2011,22,22,4,10,5,1,0.0,84.95,85.81,0.86,5,2011
509,0.0,60.49,61.05,0.56,2001.9659906885042,1/22/2011,22,22,3,9,6,1,0.0,103.54,104.67,1.13,5,2011
510,-3.24,78.56,75.81,0.49,2124.3975882804107,1/22/2011,22,22,3,9,7,1,0.0,114.64,115.67,1.03,5,2011
511,-24.82,80.42,56.22,0.62,2058.474558941126,1/22/2011,22,22,3,10,8,1,0.0,97.77,98.31,0.54,5,2011
512,-18.3,120.39,102.72,0.63,2327.673498445311,1/22/2011,22,22,3,10,9,1,0.0,117.21,118.02,0.81,5,2011
513,0.0,124.74,125.36,0.62,2467.616880632462,1/22/2011,22,22,4,11,10,1,0.0,143.16,144.33,1.17,5,2011
514,-11.1,137.34,127.06,0.82,2584.603831120131,1/22/2011,22,22,4,13,11,1,0.0,181.93,183.3,1.37,5,2011
515,-9.12,128.31,120.0,0.81,2455.8353601041367,1/22/2011,22,22,4,16,12,1,0.0,141.4,142.73,1.33,5,2011
516,-6.94,120.3,114.07,0.71,2430.464460410047,1/22/2011,22,22,5,18,13,1,0.0,146.59,147.99,1.4,5,2011
517,-6.4,115.84,110.02,0.58,2367.958272782793,1/22/2011,22,22,5,19,14,1,0.0,132.18,133.58,1.4,5,2011
518,0.0,110.79,111.31,0.52,2367.9747519124385,1/22/2011,22,22,4,20,15,1,0.0,114.68,115.79,1.11,5,2011
519,0.0,117.96,118.45,0.49,2436.616619372343,1/22/2011,22,22,6,19,16,1,0.0,125.63,126.63,1.0,5,2011
520,0.0,135.64,136.16,0.52,2603.675760318095,1/22/2011,22,22,3,19,17,1,0.0,136.18,136.96,0.78,5,2011
521,0.0,158.25,158.55,0.3,2798.8039756448197,1/22/2011,22,22,3,17,18,1,0.0,178.9,179.85,0.95,5,2011
522,0.0,143.47,143.52,0.05,2560.6269930410845,1/22/2011,22,22,3,14,19,1,0.0,128.13,128.98,0.85,5,2011
523,0.0,132.86,133.54,0.68,2570.20178355018,1/22/2011,22,22,3,13,20,1,0.0,154.73,155.84,1.11,5,2011
524,0.0,141.54,141.69,0.15,2621.9359362000523,1/22/2011,22,22,2,11,21,1,0.0,182.44,183.82,1.38,5,2011
525,0.0,130.6,131.05,0.45,2546.9454207833546,1/22/2011,22,22,2,11,22,1,0.0,177.14,178.65,1.51,5,2011
526,0.0,118.59,119.3,0.71,2474.6730997878244,1/22/2011,22,22,3,11,23,1,0.0,175.21,176.81,1.6,5,2011
527,0.0,133.22,134.09,0.87,2545.8469564012426,1/22/2011,22,22,4,11,24,1,0.0,173.09,174.75,1.66,5,2011
528,0.0,133.06,134.24,1.18,2496.219354004842,1/23/2011,23,23,2,9,1,1,0.0,153.59,155.31,1.72,6,2011
529,0.0,117.98,118.96,0.98,2355.7380808749576,1/23/2011,23,23,4,10,2,1,0.0,121.33,122.72,1.39,6,2011
530,0.0,115.53,116.44,0.91,2403.958341242729,1/23/2011,23,23,3,10,3,1,0.0,152.78,154.36,1.58,6,2011
531,0.0,115.62,116.51,0.89,2426.065912401998,1/23/2011,23,23,3,9,4,1,0.0,156.52,157.96,1.44,6,2011
532,0.0,115.17,116.14,0.97,2404.6787002993005,1/23/2011,23,23,3,10,5,1,0.0,148.78,150.28,1.5,6,2011
533,0.0,101.59,102.24,0.65,2286.920047706094,1/23/2011,23,23,3,7,6,1,0.0,129.45,130.61,1.16,6,2011
534,0.0,102.15,102.85,0.7,2343.6560839580416,1/23/2011,23,23,3,7,7,1,0.0,155.59,156.91,1.32,6,2011
535,0.0,114.74,115.4,0.66,2420.9213212368722,1/23/2011,23,23,2,7,8,1,0.0,147.68,148.78,1.1,6,2011
536,0.0,121.2,121.92,0.72,2490.050755462529,1/23/2011,23,23,4,9,9,1,0.0,154.46,155.5,1.04,6,2011
537,0.0,134.7,135.66,0.96,2574.584228337272,1/23/2011,23,23,6,12,10,1,0.0,165.21,166.57,1.36,6,2011
538,0.0,166.55,167.79,1.24,2776.535639043648,1/23/2011,23,23,6,14,11,1,0.0,169.92,171.37,1.45,6,2011
539,0.0,162.55,163.84,1.29,2753.9982840025928,1/23/2011,23,23,6,15,12,1,0.0,165.14,166.56,1.42,6,2011
540,0.0,143.46,144.67,1.21,2629.079985725748,1/23/2011,23,23,5,17,13,1,0.0,146.48,147.75,1.27,6,2011
541,0.0,138.84,140.08,1.24,2579.2316434672457,1/23/2011,23,23,3,17,14,1,0.0,132.78,134.02,1.24,6,2011
542,0.0,136.66,137.83,1.17,2578.88951837444,1/23/2011,23,23,2,18,15,1,0.0,123.03,124.02,0.99,6,2011
543,0.0,142.82,144.08,1.26,2586.27378490722,1/23/2011,23,23,3,16,16,1,0.0,113.03,113.93,0.9,6,2011
544,0.0,168.03,169.28,1.25,2752.2598867588526,1/23/2011,23,23,0,15,17,1,0.0,128.68,129.73,1.05,6,2011
545,0.0,187.75,188.08,0.33,2939.738900064218,1/23/2011,23,23,-3,12,18,1,0.0,172.44,173.37,0.93,6,2011
546,0.0,184.8,185.24,0.44,2981.357431062487,1/23/2011,23,23,-2,11,19,1,0.0,172.47,172.93,0.46,6,2011
547,0.0,176.85,177.52,0.67,2864.367624783151,1/23/2011,23,23,-1,10,20,1,0.0,138.47,138.8,0.33,6,2011
548,0.0,176.26,177.56,1.3,2868.766235508511,1/23/2011,23,23,2,8,21,1,0.0,160.86,161.69,0.83,6,2011
549,0.0,173.92,175.51,1.59,2827.5403279320144,1/23/2011,23,23,1,6,22,1,0.0,141.97,142.68,0.71,6,2011
550,0.0,164.48,165.91,1.43,2763.2461187932277,1/23/2011,23,23,-2,4,23,1,0.0,152.02,152.97,0.95,6,2011
551,0.0,138.11,139.26,1.15,2540.355166349357,1/23/2011,23,23,-5,1,24,1,0.0,135.84,136.89,1.05,6,2011
552,0.0,149.27,151.44,2.17,2621.9896688896024,1/24/2011,24,24,-8,0,1,1,0.0,109.43,110.23,0.8,0,2011
553,0.0,146.53,148.64,2.11,2652.0588551153605,1/24/2011,24,24,-8,-1,2,1,0.0,147.62,148.81,1.19,0,2011
554,0.0,148.41,150.55,2.14,2650.5723704756047,1/24/2011,24,24,-11,-3,3,1,0.0,160.45,162.01,1.56,0,2011
555,0.0,150.78,152.84,2.06,2692.7776489178577,1/24/2011,24,24,-13,-4,4,1,0.0,163.06,164.43,1.37,0,2011
556,0.0,155.71,157.68,1.97,2720.6484778227923,1/24/2011,24,24,-13,-5,5,1,0.0,166.35,167.7,1.35,0,2011
557,0.0,172.26,174.37,2.11,2842.8903184819337,1/24/2011,24,24,-15,-6,6,1,0.0,188.81,190.46,1.65,0,2011
558,0.0,192.43,195.23,2.8,3169.384195844132,1/24/2011,24,24,-16,-7,7,1,0.0,253.28,254.9,1.62,0,2011
559,0.0,198.62,201.2,2.58,3145.9445780330925,1/24/2011,24,24,-19,-8,8,1,0.0,217.74,219.0,1.26,0,2011
560,0.0,199.71,201.49,1.78,3060.184392696073,1/24/2011,24,24,-19,-8,9,1,0.0,200.61,201.88,1.27,0,2011
561,0.0,199.17,200.9,1.73,2979.537731261149,1/24/2011,24,24,-20,-6,10,1,0.0,190.01,191.75,1.74,0,2011
562,0.0,196.06,198.62,2.56,2994.012947111831,1/24/2011,24,24,-20,-3,11,1,0.0,183.48,185.32,1.84,0,2011
563,0.0,192.01,194.65,2.64,2933.286241761487,1/24/2011,24,24,-18,0,12,1,0.0,156.63,158.31,1.68,0,2011
564,0.0,175.16,176.8,1.64,2801.9830615992546,1/24/2011,24,24,-19,3,13,1,0.0,135.36,136.64,1.28,0,2011
565,0.0,175.16,176.83,1.67,2830.9218364647804,1/24/2011,24,24,-20,5,14,1,0.0,134.01,135.17,1.16,0,2011
566,0.0,173.89,175.63,1.74,2819.45477610694,1/24/2011,24,24,-19,7,15,1,0.0,128.58,129.75,1.17,0,2011
567,0.0,175.32,177.18,1.86,2828.6065381717626,1/24/2011,24,24,-16,8,16,1,0.0,132.94,134.2,1.26,0,2011
568,0.0,188.61,191.04,2.43,2976.0110650715696,1/24/2011,24,24,-18,7,17,1,0.0,144.06,145.23,1.17,0,2011
569,0.0,218.4,220.0,1.6,3127.6939452226616,1/24/2011,24,24,-17,6,18,1,0.0,171.29,172.7,1.41,0,2011
570,0.0,222.43,223.93,1.5,3129.876047570312,1/24/2011,24,24,-18,5,19,1,0.0,151.15,152.23,1.08,0,2011
571,0.0,198.65,200.73,2.08,3074.25584222921,1/24/2011,24,24,-18,5,20,1,0.0,144.44,145.05,0.61,0,2011
572,0.0,188.94,191.32,2.38,2999.620226331025,1/24/2011,24,24,-16,3,21,1,0.0,134.3,134.84,0.54,0,2011
573,0.0,180.15,182.08,1.93,2809.8470557913975,1/24/2011,24,24,-15,2,22,1,0.0,115.45,116.42,0.97,0,2011
574,0.0,169.63,171.5,1.87,2715.5310808854365,1/24/2011,24,24,-16,5,23,1,0.0,103.56,104.7,1.14,0,2011
575,0.0,116.35,117.66,1.31,2415.499632607237,1/24/2011,24,24,-12,5,24,1,0.0,112.48,113.53,1.05,0,2011
576,0.0,95.51,96.27,0.76,2265.3884976038767,1/25/2011,25,25,-13,7,1,1,0.0,95.5,96.36,0.86,1,2011
577,0.0,73.65,74.35,0.7,2089.808505051709,1/25/2011,25,25,-6,7,2,1,0.0,81.02,81.78,0.76,1,2011
578,0.0,75.9,76.64,0.74,2059.9104500088506,1/25/2011,25,25,2,6,3,1,0.0,109.2,110.62,1.42,1,2011
579,0.0,76.88,77.63,0.75,2088.6650215446125,1/25/2011,25,25,3,6,4,1,0.0,138.33,140.16,1.83,1,2011
580,0.0,89.07,90.0,0.93,2257.1610372315067,1/25/2011,25,25,5,7,5,1,0.0,131.22,132.18,0.96,1,2011
581,0.0,120.98,122.11,1.13,2608.883910957153,1/25/2011,25,25,6,9,6,1,0.0,198.48,199.64,1.16,1,2011
582,0.0,199.23,199.87,0.64,3198.8837354910975,1/25/2011,25,25,8,10,7,1,0.0,224.8,225.05,0.25,1,2011
583,0.0,201.14,200.85,-0.29,2933.9611108660483,1/25/2011,25,25,12,14,8,1,0.0,154.6,155.16,0.56,1,2011
584,0.0,193.38,193.17,-0.21,2775.0051556719964,1/25/2011,25,25,14,16,9,1,0.0,122.36,123.2,0.84,1,2011
585,0.0,161.92,161.66,-0.26,2674.2846467699355,1/25/2011,25,25,16,18,10,1,0.0,133.0,133.53,0.53,1,2011
586,0.0,148.92,149.06,0.14,2602.452734407656,1/25/2011,25,25,19,21,11,1,0.0,134.87,135.66,0.79,1,2011
587,0.0,120.39,120.52,0.13,2450.7252203501052,1/25/2011,25,25,20,23,12,1,0.0,136.52,137.37,0.85,1,2011
588,0.0,114.91,114.95,0.04,2430.5071844031254,1/25/2011,25,25,22,25,13,1,0.0,137.47,138.26,0.79,1,2011
589,-0.44,74.9,74.77,0.31,2206.5885569477455,1/25/2011,25,25,22,26,14,1,0.0,118.88,119.46,0.58,1,2011
590,0.0,72.42,72.71,0.29,2068.516720469122,1/25/2011,25,25,21,26,15,1,0.0,63.26,63.66,0.4,1,2011
591,-0.05,69.05,69.3,0.3,2030.8654594861866,1/25/2011,25,25,21,26,16,1,0.0,60.89,61.39,0.5,1,2011
592,-8.32,92.03,84.01,0.3,2159.7198281101073,1/25/2011,25,25,20,25,17,1,0.0,83.41,84.03,0.62,1,2011
593,-5.37,150.33,145.29,0.33,2645.1805248603187,1/25/2011,25,25,20,24,18,1,0.0,141.88,142.53,0.65,1,2011
594,-4.98,150.17,145.49,0.3,2572.1166866426265,1/25/2011,25,25,19,21,19,1,0.0,127.13,127.92,0.79,1,2011
595,-3.34,111.76,108.65,0.23,2284.746152955453,1/25/2011,25,25,20,21,20,1,0.0,93.46,94.14,0.68,1,2011
596,-0.67,84.99,84.7,0.38,2170.0560237654763,1/25/2011,25,25,19,21,21,1,0.0,102.45,103.27,0.82,1,2011
597,0.0,77.06,77.61,0.55,2112.928240637145,1/25/2011,25,25,20,22,22,1,0.0,86.89,87.6,0.71,1,2011
598,0.0,65.76,66.26,0.5,1991.0623524488587,1/25/2011,25,25,20,21,23,1,0.0,63.83,64.45,0.62,1,2011
599,0.0,56.1,56.6,0.5,1925.9328479963751,1/25/2011,25,25,21,23,24,1,0.0,49.81,50.29,0.48,1,2011
600,0.0,55.9,56.69,0.79,1921.5296561923724,1/26/2011,26,26,20,22,1,1,0.0,55.5,56.23,0.73,2,2011
601,0.0,53.53,54.38,0.85,1898.5549070240954,1/26/2011,26,26,20,22,2,1,0.0,57.78,58.66,0.88,2,2011
602,0.0,52.69,53.5,0.81,1901.188318203371,1/26/2011,26,26,20,21,3,1,0.0,70.43,71.46,1.03,2,2011
603,0.0,53.69,54.53,0.84,1916.8454108350788,1/26/2011,26,26,19,21,4,1,0.0,73.61,74.67,1.06,2,2011
604,0.0,53.84,54.68,0.84,1902.1194926610226,1/26/2011,26,26,19,20,5,1,0.0,60.11,60.96,0.85,2,2011
605,0.0,57.09,57.68,0.59,1959.319601227802,1/26/2011,26,26,20,25,6,1,0.0,55.94,56.49,0.55,2,2011
606,0.0,60.3,60.92,0.62,2077.5066543390467,1/26/2011,26,26,20,23,7,1,0.0,97.17,97.74,0.57,2,2011
607,-3.1,73.91,71.27,0.46,2281.4171060421745,1/26/2011,26,26,21,25,8,1,0.0,137.85,138.16,0.31,2,2011
608,-2.91,68.02,65.58,0.47,2146.1261710039566,1/26/2011,26,26,20,23,9,1,0.0,100.28,100.54,0.26,2,2011
609,-2.28,66.53,64.69,0.44,2138.3854056193295,1/26/2011,26,26,21,23,10,1,0.0,126.86,127.66,0.8,2,2011
610,-1.24,66.99,66.18,0.43,2092.0907583159756,1/26/2011,26,26,21,22,11,1,0.0,105.75,106.47,0.72,2,2011
611,-0.07,68.91,69.16,0.32,2119.2529434453727,1/26/2011,26,26,22,24,12,1,0.0,111.86,112.64,0.78,2,2011
612,-0.27,65.77,65.78,0.28,2064.1895711588513,1/26/2011,26,26,23,25,13,1,0.0,96.08,96.81,0.73,2,2011
613,-0.12,63.22,63.34,0.24,2025.8651848946974,1/26/2011,26,26,23,24,14,1,0.0,84.62,85.24,0.62,2,2011
614,-0.79,61.38,60.9,0.31,2001.5314149717765,1/26/2011,26,26,23,24,15,1,0.0,77.82,78.41,0.59,2,2011
615,-0.74,61.95,61.53,0.32,2001.7515284085343,1/26/2011,26,26,23,25,16,1,0.0,68.67,69.14,0.47,2,2011
616,-3.98,69.38,65.74,0.34,2098.49188740954,1/26/2011,26,26,23,24,17,1,0.0,106.14,106.81,0.67,2,2011
617,-4.4,103.53,99.28,0.15,2436.208608047238,1/26/2011,26,26,23,24,18,1,0.0,160.94,161.51,0.57,2,2011
618,-6.11,89.56,83.7,0.25,2252.0883374438786,1/26/2011,26,26,24,25,19,1,0.0,114.92,115.34,0.42,2,2011
619,-4.08,85.29,81.58,0.37,2192.541646243305,1/26/2011,26,26,24,24,20,1,0.0,98.79,99.23,0.44,2,2011
620,-1.88,68.59,66.96,0.25,2046.6764359845604,1/26/2011,26,26,24,24,21,1,0.0,73.04,73.39,0.35,2,2011
621,0.0,60.06,60.47,0.41,1975.9339357697843,1/26/2011,26,26,24,25,22,1,0.0,57.02,57.4,0.38,2,2011
622,0.0,56.15,56.66,0.51,1918.052140162372,1/26/2011,26,26,24,25,23,1,0.0,50.29,50.85,0.56,2,2011
623,0.0,54.19,54.85,0.66,1903.1703881173225,1/26/2011,26,26,24,25,24,1,0.0,50.08,50.73,0.65,2,2011
624,0.0,54.96,55.81,0.85,1921.3506717019695,1/27/2011,27,27,24,25,1,1,0.0,54.74,55.46,0.72,3,2011
625,0.0,47.3,48.04,0.74,1864.0782565218162,1/27/2011,27,27,23,24,2,1,0.0,44.93,45.5,0.57,3,2011
626,0.0,42.97,43.64,0.67,1825.1670550266642,1/27/2011,27,27,22,23,3,1,0.0,38.19,38.69,0.5,3,2011
627,0.0,42.03,42.67,0.64,1819.8286670862167,1/27/2011,27,27,21,22,4,1,0.0,38.04,38.51,0.47,3,2011
628,0.0,45.72,46.39,0.67,1851.7423348421617,1/27/2011,27,27,21,22,5,1,0.0,45.05,45.59,0.54,3,2011
629,0.0,57.36,58.18,0.82,1929.1047598611085,1/27/2011,27,27,21,22,6,1,0.0,49.96,50.56,0.6,3,2011
630,0.0,63.33,63.94,0.61,2014.4258802188883,1/27/2011,27,27,21,23,7,1,0.0,54.57,54.82,0.25,3,2011
631,0.0,80.03,80.57,0.54,2121.9410853335453,1/27/2011,27,27,21,24,8,1,0.0,57.4,57.6,0.2,3,2011
632,0.0,70.97,71.35,0.38,2057.6619638520087,1/27/2011,27,27,21,24,9,1,0.0,56.59,56.82,0.23,3,2011
633,0.0,75.3,75.71,0.41,2090.1640654706043,1/27/2011,27,27,19,24,10,1,0.0,57.92,58.18,0.26,3,2011
634,0.0,76.25,76.69,0.44,2120.727411249928,1/27/2011,27,27,16,26,11,1,0.0,58.24,58.5,0.26,3,2011
635,0.0,69.53,70.0,0.47,2084.651129898556,1/27/2011,27,27,17,27,12,1,0.0,62.81,63.19,0.38,3,2011
636,0.0,64.9,65.3,0.4,2053.8141302602608,1/27/2011,27,27,16,29,13,1,0.0,59.89,60.34,0.45,3,2011
637,-0.08,59.54,59.82,0.36,2010.4193948427337,1/27/2011,27,27,16,28,14,1,0.0,57.8,58.25,0.45,3,2011
638,-0.19,58.27,58.42,0.34,2007.501711676279,1/27/2011,27,27,16,29,15,1,0.0,58.21,58.67,0.46,3,2011
639,-0.18,58.29,58.45,0.34,2022.5793234732068,1/27/2011,27,27,16,30,16,1,0.0,59.15,59.56,0.41,3,2011
640,-0.19,66.95,67.17,0.41,2091.2899303646877,1/27/2011,27,27,14,28,17,1,0.0,67.57,67.99,0.42,3,2011
641,-0.37,109.39,109.2,0.18,2556.369770232218,1/27/2011,27,27,13,27,18,1,0.0,151.94,152.23,0.29,3,2011
642,0.0,109.91,110.0,0.09,2431.41887032419,1/27/2011,27,27,14,25,19,1,0.0,114.51,114.85,0.34,3,2011
643,0.0,100.24,100.85,0.61,2341.3777301228693,1/27/2011,27,27,15,24,20,1,0.0,93.71,94.04,0.33,3,2011
644,0.0,76.85,77.21,0.36,2153.68010343491,1/27/2011,27,27,15,21,21,1,0.0,78.9,79.14,0.24,3,2011
645,0.0,67.24,67.79,0.55,2048.730211274643,1/27/2011,27,27,15,20,22,1,0.0,64.34,64.71,0.37,3,2011
646,0.0,61.79,62.45,0.66,1963.9339574412556,1/27/2011,27,27,14,19,23,1,0.0,60.92,61.67,0.75,3,2011
647,0.0,59.38,60.22,0.84,1953.572384111059,1/27/2011,27,27,15,20,24,1,0.0,52.89,53.54,0.65,3,2011
648,0.0,57.03,57.46,0.43,1934.0689949561497,1/28/2011,28,28,16,20,1,1,0.0,63.23,63.95,0.72,4,2011
649,0.0,49.59,50.14,0.55,1870.37414760114,1/28/2011,28,28,15,19,2,1,0.0,52.75,53.46,0.71,4,2011
650,0.0,48.18,48.72,0.54,1863.9997738968752,1/28/2011,28,28,15,19,3,1,0.0,60.07,60.92,0.85,4,2011
651,0.0,45.72,46.24,0.52,1845.814079662187,1/28/2011,28,28,16,19,4,1,0.0,58.2,59.01,0.81,4,2011
652,0.0,49.6,50.11,0.51,1867.8643768504091,1/28/2011,28,28,15,18,5,1,0.0,60.89,61.73,0.84,4,2011
653,0.0,58.81,59.15,0.34,1976.068641477238,1/28/2011,28,28,15,19,6,1,0.0,63.28,63.7,0.42,4,2011
654,0.0,87.85,88.13,0.28,2259.462490897997,1/28/2011,28,28,15,20,7,1,0.0,102.08,102.38,0.3,4,2011
655,0.0,92.8,92.55,-0.25,2207.5592701052196,1/28/2011,28,28,16,21,8,1,0.0,76.88,77.05,0.17,4,2011
656,0.0,92.94,92.65,-0.29,2250.4431099191706,1/28/2011,28,28,17,23,9,1,0.0,89.65,89.81,0.16,4,2011
657,0.0,92.17,91.85,-0.32,2305.0437644135245,1/28/2011,28,28,18,23,10,1,0.0,111.11,111.23,0.12,4,2011
658,0.0,96.4,96.14,-0.26,2351.341763759776,1/28/2011,28,28,18,27,11,1,0.0,121.28,121.64,0.36,4,2011
659,0.0,93.8,93.83,0.03,2309.2704563501784,1/28/2011,28,28,18,29,12,1,0.0,111.14,111.71,0.57,4,2011
660,0.0,79.53,79.57,0.04,2115.9346106389603,1/28/2011,28,28,19,29,13,1,0.0,70.3,70.87,0.57,4,2011
661,0.0,72.97,73.04,0.07,2079.6889970400766,1/28/2011,28,28,20,29,14,1,0.0,72.34,72.94,0.6,4,2011
662,0.0,69.83,69.87,0.04,2035.5690926091238,1/28/2011,28,28,23,27,15,1,0.0,70.49,71.07,0.58,4,2011
663,0.0,68.51,68.46,-0.05,2038.9811164014268,1/28/2011,28,28,23,28,16,1,0.0,68.32,68.78,0.46,4,2011
664,-0.19,68.28,68.18,0.09,2050.8616158842024,1/28/2011,28,28,23,28,17,1,0.0,68.31,68.72,0.41,4,2011
665,-0.83,93.86,93.03,0.0,2221.2829870551873,1/28/2011,28,28,22,27,18,1,0.0,83.65,84.07,0.42,4,2011
666,-2.16,79.28,77.21,0.09,2113.3307705613897,1/28/2011,28,28,22,25,19,1,0.0,69.65,69.89,0.24,4,2011
667,-1.02,72.42,71.46,0.06,2053.3213974471228,1/28/2011,28,28,22,23,20,1,0.0,74.66,75.12,0.46,4,2011
668,0.0,72.31,72.31,0.0,2081.7488507042717,1/28/2011,28,28,21,24,21,1,0.0,71.61,71.87,0.26,4,2011
669,-0.15,68.19,68.13,0.09,2041.3330861314357,1/28/2011,28,28,22,25,22,1,0.0,60.93,61.15,0.22,4,2011
670,-0.02,69.29,69.34,0.07,2047.8241675718527,1/28/2011,28,28,22,24,23,1,0.0,63.86,64.09,0.23,4,2011
671,0.0,61.61,61.77,0.16,1989.8407680316323,1/28/2011,28,28,22,23,24,1,0.0,64.02,64.37,0.35,4,2011
672,0.0,67.82,68.52,0.7,2000.7923674375343,1/29/2011,29,29,22,23,1,1,0.0,65.41,66.19,0.78,5,2011
673,0.0,62.8,63.77,0.97,1973.9732359241907,1/29/2011,29,29,23,24,2,1,0.0,56.7,57.42,0.72,5,2011
674,0.0,64.33,65.33,1.0,1975.880526028784,1/29/2011,29,29,22,23,3,1,0.0,45.98,46.52,0.54,5,2011
675,0.0,68.91,69.99,1.08,2008.9576631211976,1/29/2011,29,29,23,23,4,1,0.0,59.61,60.38,0.77,5,2011
676,0.0,64.35,65.27,0.92,1990.2977755042566,1/29/2011,29,29,23,24,5,1,0.0,65.29,66.11,0.82,5,2011
677,0.0,64.3,65.18,0.88,1983.4543989247586,1/29/2011,29,29,23,23,6,1,0.0,62.96,63.72,0.76,5,2011
678,0.0,64.56,65.31,0.75,2020.1521632781055,1/29/2011,29,29,23,24,7,1,0.0,62.49,62.96,0.47,5,2011
679,-1.58,64.8,63.95,0.73,2021.193668590964,1/29/2011,29,29,23,24,8,1,0.0,60.88,61.25,0.37,5,2011
680,0.0,70.4,70.93,0.53,2060.793595527232,1/29/2011,29,29,23,24,9,1,0.0,65.27,65.64,0.37,5,2011
681,0.0,82.05,82.61,0.56,2127.5853077267875,1/29/2011,29,29,24,24,10,1,0.0,67.67,68.05,0.38,5,2011
682,0.0,87.83,88.47,0.64,2182.472109467306,1/29/2011,29,29,24,26,11,1,0.0,69.87,70.24,0.37,5,2011
683,0.0,82.11,82.72,0.61,2166.2361046332317,1/29/2011,29,29,24,29,12,1,0.0,70.04,70.42,0.38,5,2011
684,0.0,73.41,74.01,0.6,2113.1277660556357,1/29/2011,29,29,23,30,13,1,0.0,67.09,67.52,0.43,5,2011
685,0.0,70.51,71.12,0.61,2094.958829823944,1/29/2011,29,29,22,31,14,1,0.0,61.14,61.54,0.4,5,2011
686,0.0,67.87,68.44,0.57,2091.306382759042,1/29/2011,29,29,21,32,15,1,0.0,62.84,63.25,0.41,5,2011
687,0.0,68.67,69.21,0.54,2085.3983551387328,1/29/2011,29,29,20,31,16,1,0.0,58.55,58.92,0.37,5,2011
688,0.0,74.87,75.57,0.7,2134.760591797377,1/29/2011,29,29,19,31,17,1,0.0,60.15,60.53,0.38,5,2011
689,0.0,100.46,100.95,0.49,2291.996633969162,1/29/2011,29,29,20,30,18,1,0.0,66.55,66.77,0.22,5,2011
690,0.0,99.84,100.5,0.66,2288.4487531604173,1/29/2011,29,29,20,29,19,1,0.0,66.68,66.93,0.25,5,2011
691,0.0,94.29,95.1,0.81,2244.3766165060406,1/29/2011,29,29,19,28,20,1,0.0,65.16,65.53,0.37,5,2011
692,0.0,78.04,78.47,0.43,2106.8670026122663,1/29/2011,29,29,17,24,21,1,0.0,58.28,58.6,0.32,5,2011
693,0.0,75.33,75.82,0.49,2080.73912461948,1/29/2011,29,29,15,22,22,1,0.0,58.28,58.68,0.4,5,2011
694,0.0,72.4,72.81,0.41,2060.760205907799,1/29/2011,29,29,14,22,23,1,0.0,58.47,58.9,0.43,5,2011
695,0.0,69.25,69.78,0.53,2034.5079043064452,1/29/2011,29,29,12,19,24,1,0.0,56.44,56.87,0.43,5,2011
696,0.0,60.54,61.01,0.47,1984.8649380305255,1/30/2011,30,30,13,22,1,1,0.0,64.68,65.38,0.7,6,2011
697,0.0,49.71,50.1,0.39,1890.3394522719486,1/30/2011,30,30,13,21,2,1,0.0,53.6,54.26,0.66,6,2011
698,0.0,48.48,48.84,0.36,1870.3131997006853,1/30/2011,30,30,13,20,3,1,0.0,48.62,49.22,0.6,6,2011
699,0.0,42.43,42.74,0.31,1831.6754091921334,1/30/2011,30,30,12,19,4,1,0.0,54.49,55.22,0.73,6,2011
700,0.0,44.61,44.92,0.31,1842.2524022409336,1/30/2011,30,30,13,19,5,1,0.0,44.46,44.96,0.5,6,2011
701,0.0,56.31,56.72,0.41,1926.8819095674235,1/30/2011,30,30,14,20,6,1,0.0,52.6,53.17,0.57,6,2011
