DA_CC,DA_EC,DA_LMP,DA_MLC,DEMAND,Date,Day,DayOfYear,DewPnt,DryBulb,Hour,Month,RT_CC,RT_EC,RT_LMP,RT_MLC,WeekDay,Year
0,48.37,48.73,0.36,,7/11/2011,11,192,62,71,9,7,0,52.09,52.44,0.35,0,2011
0,58.09,58.41,0.32,,7/11/2011,11,192,63,75,10,7,0,81.26,81.76,0.5,0,2011
0,69.26,69.81,0.55,,7/11/2011,11,192,64,78,11,7,0,96.92,97.46,0.54,0,2011
0,83.13,83.64,0.51,,7/11/2011,11,192,64,81,12,7,0,254.31,255.47,1.16,0,2011
0,91.89,92.34,0.45,,7/11/2011,11,192,62,84,13,7,0,179.77,180.8,1.03,0,2011
0,95.63,95.9,0.27,,7/11/2011,11,192,62,85,14,7,0,109.12,109.72,0.6,0,2011
0,92.61,92.77,0.16,,7/11/2011,11,192,62,86,15,7,0,167.5,168.48,0.98,0,2011
0,92.3,92.52,0.22,,7/11/2011,11,192,60,87,16,7,0,243.63,244.92,1.29,0,2011
0,92.16,92.4,0.24,,7/11/2011,11,192,63,86,17,7,1.4,154.72,157,0.88,0,2011
0,93.69,94.08,0.39,,7/11/2011,11,192,67,86,18,7,3.07,83.45,87.06,0.54,0,2011
0,85.24,85.69,0.45,,7/11/2011,11,192,70,84,19,7,0,81.24,81.87,0.63,0,2011
0,72.36,72.95,0.59,,7/11/2011,11,192,67,82,20,7,0,82.9,83.61,0.71,0,2011
0,71.81,72.4,0.59,,7/11/2011,11,192,68,80,21,7,0,131.92,132.87,0.95,0,2011
0,62.86,63.41,0.55,,7/11/2011,11,192,69,78,22,7,0,93.97,94.7,0.73,0,2011
0,47.67,48.07,0.4,,7/11/2011,11,192,68,77,23,7,0,51.4,51.93,0.53,0,2011
0,42.9,43.25,0.35,,7/11/2011,11,192,67,75,24,7,0.17,62.76,63.74,0.81,0,2011
0,46.96,47.64,0.68,,7/12/2011,12,193,68,75,1,7,0,46.33,47.03,0.7,1,2011
0,40.53,41.14,0.61,,7/12/2011,12,193,68,74,2,7,0,40.24,40.78,0.54,1,2011
0,39.39,39.97,0.58,,7/12/2011,12,193,68,74,3,7,0,39.76,40.27,0.51,1,2011
0,37.77,38.33,0.56,,7/12/2011,12,193,68,72,4,7,0,40.23,40.74,0.51,1,2011
0,37.62,38.19,0.57,,7/12/2011,12,193,69,72,5,7,0,39.94,40.43,0.49,1,2011
0,39.84,40.45,0.61,,7/12/2011,12,193,69,72,6,7,0,42.07,42.54,0.47,1,2011
0,46.07,46.74,0.67,,7/12/2011,12,193,69,71,7,7,0,58.32,58.97,0.65,1,2011
0,48.76,49.4,0.64,,7/12/2011,12,193,69,72,8,7,0,62.29,62.91,0.62,1,2011
0,47.73,48.22,0.49,,7/12/2011,12,193,70,74,9,7,0,54.86,55.22,0.36,1,2011
0,65.97,66.65,0.68,,7/12/2011,12,193,71,78,10,7,0,102.01,102.42,0.41,1,2011
0,90.54,91.32,0.78,,7/12/2011,12,193,69,80,11,7,0,111.93,112.41,0.48,1,2011
0,96.98,97.63,0.65,,7/12/2011,12,193,70,81,12,7,0,94.24,94.82,0.58,1,2011
0,100.18,100.91,0.73,,7/12/2011,12,193,66,83,13,7,0,80.22,80.78,0.56,1,2011
0,139.8,140.66,0.86,,7/12/2011,12,193,65,85,14,7,0,80.61,81.2,0.59,1,2011
0,143.48,144.06,0.58,,7/12/2011,12,193,64,85,15,7,0,72.71,73.22,0.51,1,2011
0,151.09,151.59,0.5,,7/12/2011,12,193,67,85,16,7,0,91.53,92,0.47,1,2011
0,150.74,151.21,0.47,,7/12/2011,12,193,64,86,17,7,0,104.65,105.11,0.46,1,2011
0,140.21,140.64,0.43,,7/12/2011,12,193,64,85,18,7,0,78.16,78.56,0.4,1,2011
0,120.56,121.32,0.76,,7/12/2011,12,193,65,84,19,7,0,76.35,76.91,0.56,1,2011
0,89.04,89.71,0.67,,7/12/2011,12,193,66,83,20,7,0,49.08,49.38,0.3,1,2011
0,97.42,98.16,0.74,,7/12/2011,12,193,65,80,21,7,0,61,61.39,0.39,1,2011
0,72.61,73.35,0.74,,7/12/2011,12,193,66,78,22,7,0,60.09,60.44,0.35,1,2011
0,49.11,49.58,0.47,,7/12/2011,12,193,65,76,23,7,0,44.08,44.34,0.26,1,2011
0,47.14,47.4,0.26,,7/12/2011,12,193,65,74,24,7,0,46.37,46.66,0.29,1,2011
0,41.67,42.14,0.47,,7/13/2011,13,194,64,73,1,7,0,53.36,53.88,0.52,2,2011
0,37.7,38.12,0.42,,7/13/2011,13,194,64,73,2,7,0,44.56,44.99,0.43,2,2011
0,36.5,36.93,0.43,,7/13/2011,13,194,63,72,3,7,0,40.29,40.66,0.37,2,2011
0,35.59,35.96,0.37,,7/13/2011,13,194,63,70,4,7,0,39.74,40.09,0.35,2,2011
0,34.12,34.47,0.35,,7/13/2011,13,194,61,69,5,7,0,39.91,40.27,0.36,2,2011
0,36.12,36.51,0.39,,7/13/2011,13,194,62,69,6,7,0,39.35,39.75,0.4,2,2011
0,38.62,39,0.38,,7/13/2011,13,194,62,68,7,7,0,44.16,44.53,0.37,2,2011
0,42.15,42.59,0.44,,7/13/2011,13,194,63,71,8,7,0,46.64,46.92,0.28,2,2011
0,42.94,43.31,0.37,,7/13/2011,13,194,63,71,9,7,0.06,46.3,46.71,0.35,2,2011
0.07,46.29,46.77,0.41,,7/13/2011,13,194,64,73,10,7,0.09,48.54,49,0.37,2,2011
-2.43,52.18,50.26,0.51,,7/13/2011,13,194,63,75,11,7,0.16,54.99,55.59,0.44,2,2011
-3.19,57.96,55.48,0.71,,7/13/2011,13,194,61,76,12,7,0.13,58.54,59.19,0.52,2,2011
-3.78,63.56,60.53,0.75,,7/13/2011,13,194,61,78,13,7,0.13,63.95,64.56,0.48,2,2011
-4.57,71.23,67.42,0.76,,7/13/2011,13,194,61,79,14,7,0.15,67.43,68.03,0.45,2,2011
-5.6,75.25,70.34,0.69,,7/13/2011,13,194,60,82,15,7,0.22,65.66,66.27,0.39,2,2011
-5.46,74.53,69.73,0.66,,7/13/2011,13,194,62,79,16,7,0.21,70.23,70.75,0.31,2,2011
-4.71,73.19,69.14,0.66,,7/13/2011,13,194,63,77,17,7,0.25,73.93,74.52,0.34,2,2011
-1.59,62.5,61.44,0.53,,7/13/2011,13,194,63,78,18,7,0.04,65.8,66.27,0.43,2,2011
0,49.34,49.68,0.34,,7/13/2011,13,194,61,75,19,7,0,44.97,45.28,0.31,2,2011
0,47.45,47.75,0.3,,7/13/2011,13,194,60,73,20,7,0,45.42,45.73,0.31,2,2011
0,46.8,47.15,0.35,,7/13/2011,13,194,56,70,21,7,0,44.09,44.38,0.29,2,2011
0,46.14,46.49,0.35,,7/13/2011,13,194,54,66,22,7,0,40,40.31,0.31,2,2011
0,41.28,41.59,0.31,,7/13/2011,13,194,55,63,23,7,0,41.86,42.13,0.27,2,2011
0,39.98,40.22,0.24,,7/13/2011,13,194,57,63,24,7,0,40.34,40.52,0.18,2,2011
0,37.69,37.94,0.25,,7/14/2011,14,195,58,62,1,7,0,39.6,39.91,0.31,3,2011
0,37.49,37.81,0.32,,7/14/2011,14,195,59,60,2,7,0,40.96,41.23,0.27,3,2011
0,35.32,35.64,0.32,,7/14/2011,14,195,56,59,3,7,0,37.94,38.24,0.3,3,2011
0,30.41,30.56,0.15,,7/14/2011,14,195,56,59,4,7,0,34.44,34.62,0.18,3,2011
-0.41,31.43,31.19,0.17,,7/14/2011,14,195,56,59,5,7,0,35.32,35.5,0.18,3,2011
0.05,32.52,32.79,0.22,,7/14/2011,14,195,54,59,6,7,0,35.6,35.78,0.18,3,2011
-0.6,36.1,35.75,0.25,,7/14/2011,14,195,53,58,7,7,0,38.86,38.98,0.12,3,2011
0.06,39.21,39.4,0.13,,7/14/2011,14,195,53,58,8,7,0.01,38.33,38.41,0.07,3,2011
0.11,40.15,40.37,0.11,,7/14/2011,14,195,56,60,9,7,0,35.76,35.85,0.09,3,2011
0.13,42.69,43.03,0.21,,7/14/2011,14,195,55,62,10,7,0,36.97,37.11,0.14,3,2011
0.16,44.37,44.79,0.26,,7/14/2011,14,195,54,66,11,7,0.03,41.29,41.49,0.17,3,2011
0.18,45.39,45.68,0.11,,7/14/2011,14,195,53,67,12,7,0.02,40.14,40.35,0.19,3,2011
0.07,48.24,48.62,0.31,,7/14/2011,14,195,50,69,13,7,0.03,42.04,42.29,0.22,3,2011
0.17,52.34,52.74,0.23,,7/14/2011,14,195,50,71,14,7,0.06,45.27,45.57,0.24,3,2011
0.21,55.47,55.83,0.15,,7/14/2011,14,195,48,71,15,7,0.06,46.16,46.41,0.19,3,2011
0.23,57.49,57.89,0.17,,7/14/2011,14,195,49,73,16,7,0.11,50.15,50.48,0.22,3,2011
0.26,59.85,60.34,0.23,,7/14/2011,14,195,48,73,17,7,0.09,45.7,46.01,0.22,3,2011
0.18,52.62,53,0.2,,7/14/2011,14,195,50,74,18,7,0.04,40.62,40.87,0.21,3,2011
0,46.97,47.19,0.22,,7/14/2011,14,195,49,74,19,7,0.04,47.44,47.78,0.3,3,2011
0,44.78,44.9,0.12,,7/14/2011,14,195,52,73,20,7,0,37.91,38.16,0.25,3,2011
0,44.85,45,0.15,,7/14/2011,14,195,55,68,21,7,0,41.78,42,0.22,3,2011
0,42.42,42.64,0.22,,7/14/2011,14,195,54,67,22,7,0,39.36,39.47,0.11,3,2011
0,39.99,40.28,0.29,,7/14/2011,14,195,53,66,23,7,0,36.29,36.38,0.09,3,2011
0,38.3,38.57,0.27,,7/14/2011,14,195,53,64,24,7,0,37.22,37.37,0.15,3,2011
0,35.19,35.51,0.32,,7/15/2011,15,196,52,65,1,7,0,35.5,35.73,0.23,4,2011
0,34.39,34.69,0.3,,7/15/2011,15,196,50,68,2,7,0,33.76,33.98,0.22,4,2011
0,32.54,32.9,0.36,,7/15/2011,15,196,52,61,3,7,0,31.09,31.36,0.27,4,2011
0,32.88,33.26,0.38,,7/15/2011,15,196,53,61,4,7,0,33.91,34.24,0.33,4,2011
0,32.9,33.29,0.39,,7/15/2011,15,196,53,61,5,7,0,34.68,35.02,0.34,4,2011
0,29.78,30.03,0.25,,7/15/2011,15,196,51,63,6,7,0,27.18,27.41,0.23,4,2011
0,35.36,35.6,0.24,,7/15/2011,15,196,52,61,7,7,0,33.91,34.07,0.16,4,2011
0,38.43,38.65,0.22,,7/15/2011,15,196,53,64,8,7,0,37.97,38.14,0.17,4,2011
0,40.71,40.98,0.27,,7/15/2011,15,196,51,70,9,7,0,37.95,38.17,0.22,4,2011
0,42.21,42.59,0.38,,7/15/2011,15,196,52,72,10,7,0,39.03,39.32,0.29,4,2011
0,46.42,46.84,0.42,,7/15/2011,15,196,55,74,11,7,0,45.65,46,0.35,4,2011
0,48.32,48.76,0.44,,7/15/2011,15,196,52,76,12,7,0,49.77,50.18,0.41,4,2011
0,53.84,54.34,0.5,,7/15/2011,15,196,51,78,13,7,0,51.41,51.84,0.43,4,2011
0,56.69,57.13,0.44,,7/15/2011,15,196,49,76,14,7,0,52.91,53.3,0.39,4,2011
0,56.26,56.71,0.45,,7/15/2011,15,196,51,79,15,7,0,49.37,49.71,0.34,4,2011
0,56.6,57,0.4,,7/15/2011,15,196,51,77,16,7,0,45.98,46.27,0.29,4,2011
0,58.24,58.64,0.4,,7/15/2011,15,196,50,79,17,7,0,43.53,43.79,0.26,4,2011
0,53.55,54,0.45,,7/15/2011,15,196,51,78,18,7,0,46.52,46.87,0.35,4,2011
0,46.81,47.2,0.39,,7/15/2011,15,196,54,73,19,7,0,41.85,42.16,0.31,4,2011
0,44.42,44.79,0.37,,7/15/2011,15,196,54,73,20,7,0,40.55,40.87,0.32,4,2011
0,46.3,46.65,0.35,,7/15/2011,15,196,55,71,21,7,0,38.99,39.3,0.31,4,2011
0,43.31,43.65,0.34,,7/15/2011,15,196,56,68,22,7,0,39.37,39.68,0.31,4,2011
0,40.34,40.72,0.38,,7/15/2011,15,196,54,67,23,7,0,38.01,38.31,0.3,4,2011
0,38.71,38.97,0.26,,7/15/2011,15,196,54,64,24,7,0,36.33,36.56,0.23,4,2011
0,38.48,38.75,0.27,,7/16/2011,16,197,53,64,1,7,0,41.23,41.45,0.22,5,2011
0,37.1,37.39,0.29,,7/16/2011,16,197,56,64,2,7,0,37.72,37.95,0.23,5,2011
0,37.39,37.8,0.41,,7/16/2011,16,197,57,62,3,7,0,37.76,38.07,0.31,5,2011
0,35.67,36.07,0.4,,7/16/2011,16,197,57,62,4,7,0,36.72,37.04,0.32,5,2011
0,34.15,34.54,0.39,,7/16/2011,16,197,56,63,5,7,0,34.78,35.05,0.27,5,2011
0,34.2,34.57,0.37,,7/16/2011,16,197,57,64,6,7,0,31.27,31.52,0.25,5,2011
0,30.02,30.25,0.23,,7/16/2011,16,197,57,63,7,7,0,2.64,2.66,0.02,5,2011
0,37.14,37.44,0.3,,7/16/2011,16,197,58,66,8,7,0,26.65,26.83,0.18,5,2011
0,40.43,40.75,0.32,,7/16/2011,16,197,59,71,9,7,0,39.68,40,0.32,5,2011
0,43.11,43.57,0.46,,7/16/2011,16,197,60,74,10,7,0,39.17,39.54,0.37,5,2011
0,43.95,44.5,0.55,,7/16/2011,16,197,56,77,11,7,0,41.05,41.45,0.4,5,2011
0,46.06,46.68,0.62,,7/16/2011,16,197,56,78,12,7,0,46.61,47.12,0.51,5,2011
0,47.51,48.16,0.65,,7/16/2011,16,197,55,79,13,7,0,48.87,49.47,0.6,5,2011
0,47.78,48.46,0.68,,7/16/2011,16,197,54,80,14,7,0,53.42,54.07,0.65,5,2011
0,48.35,48.94,0.59,,7/16/2011,16,197,54,81,15,7,0,57.45,58.09,0.64,5,2011
0,50.51,51.15,0.64,,7/16/2011,16,197,53,81,16,7,0,59.76,60.36,0.6,5,2011
0,55.76,56.45,0.69,,7/16/2011,16,197,55,81,17,7,0,57.54,58.1,0.56,5,2011
0.58,55.51,56.79,0.7,,7/16/2011,16,197,54,82,18,7,0,61.84,62.4,0.56,5,2011
0,47.64,48.33,0.69,,7/16/2011,16,197,56,82,19,7,0,58.08,58.66,0.58,5,2011
0,46.65,47.31,0.66,,7/16/2011,16,197,58,80,20,7,0,56.21,56.87,0.66,5,2011
0,46.58,47.23,0.65,,7/16/2011,16,197,59,76,21,7,0,49.95,50.52,0.57,5,2011
0,46.41,47.07,0.66,,7/16/2011,16,197,60,72,22,7,0,46.53,47.07,0.54,5,2011
0,42.41,42.83,0.42,,7/16/2011,16,197,59,71,23,7,0,40.12,40.5,0.38,5,2011
0,41.91,42.2,0.29,,7/16/2011,16,197,60,69,24,7,0,43.29,43.6,0.31,5,2011
0,38.14,38.51,0.37,,7/17/2011,17,198,60,68,1,7,0,42.7,42.92,0.22,6,2011
0,35.36,35.7,0.34,,7/17/2011,17,198,60,68,2,7,0,39.2,39.45,0.25,6,2011
0,33.83,34.2,0.37,,7/17/2011,17,198,60,68,3,7,0,38.72,39.04,0.32,6,2011
0,33.01,33.37,0.36,,7/17/2011,17,198,60,68,4,7,0,38.88,39.2,0.32,6,2011
0,30.79,31.12,0.33,,7/17/2011,17,198,60,68,5,7,0,38.28,38.58,0.3,6,2011
0,28.04,28.31,0.27,,7/17/2011,17,198,60,68,6,7,0,38.12,38.35,0.23,6,2011
0,27.96,28.17,0.21,,7/17/2011,17,198,59,68,7,7,0,38.68,38.88,0.2,6,2011
-0.09,36.83,37.07,0.33,,7/17/2011,17,198,59,70,8,7,0,39.33,39.39,0.06,6,2011
0.01,38.33,38.69,0.35,,7/17/2011,17,198,59,72,9,7,0,39.79,39.82,0.03,6,2011
0.06,42.21,42.7,0.43,,7/17/2011,17,198,60,75,10,7,0,40.96,41,0.04,6,2011
0,43.47,43.89,0.42,,7/17/2011,17,198,59,78,11,7,0,46.7,46.77,0.07,6,2011
0,46.15,46.53,0.38,,7/17/2011,17,198,55,81,12,7,0,54.03,54.12,0.09,6,2011
0,47.35,47.78,0.43,,7/17/2011,17,198,55,84,13,7,0,60.42,60.48,0.06,6,2011
0,53.7,54.17,0.47,,7/17/2011,17,198,58,84,14,7,0,74.04,74.01,-0.03,6,2011
0,53.88,54.28,0.4,,7/17/2011,17,198,58,85,15,7,0,86.45,86.69,0.24,6,2011
0,59.97,60.44,0.47,,7/17/2011,17,198,57,86,16,7,0,89.65,89.9,0.25,6,2011
0,63.51,63.92,0.41,,7/17/2011,17,198,60,87,17,7,0,114.97,115.26,0.29,6,2011
0,62.08,62.46,0.38,,7/17/2011,17,198,61,85,18,7,0,116.53,116.72,0.19,6,2011
0,57.41,57.83,0.42,,7/17/2011,17,198,62,84,19,7,0,83.47,83.71,0.24,6,2011
0,51.72,52.15,0.43,,7/17/2011,17,198,63,83,20,7,0,87.24,87.69,0.45,6,2011
0,51.62,52.08,0.46,,7/17/2011,17,198,63,80,21,7,0,126.58,127.29,0.71,6,2011
0,47.22,47.66,0.44,,7/17/2011,17,198,63,77,22,7,0,61.57,61.92,0.35,6,2011
0,42.97,43.36,0.39,,7/17/2011,17,198,64,75,23,7,0,41.3,41.52,0.22,6,2011
0,42.66,43.17,0.51,,7/17/2011,17,198,64,73,24,7,0,43.92,44.22,0.3,6,2011
0,38.49,38.8,0.31,,7/18/2011,18,199,64,72,1,7,0,46.61,47.18,0.57,0,2011
0,38.18,38.61,0.43,,7/18/2011,18,199,64,72,2,7,0,45.9,46.58,0.68,0,2011
0,38.17,38.69,0.52,,7/18/2011,18,199,64,71,3,7,0,44.58,45.27,0.69,0,2011
0,36.85,37.31,0.46,,7/18/2011,18,199,64,72,4,7,0,42.21,42.82,0.61,0,2011
0,37.12,37.59,0.47,,7/18/2011,18,199,64,72,5,7,0,43.67,44.3,0.63,0,2011
0,38.21,38.71,0.5,,7/18/2011,18,199,63,72,6,7,0,42.15,42.76,0.61,0,2011
0,39.02,39.33,0.31,,7/18/2011,18,199,64,71,7,7,0,40.2,40.6,0.4,0,2011
0,45.29,45.79,0.5,,7/18/2011,18,199,64,71,8,7,0,39.12,39.39,0.27,0,2011
0,46.07,46.5,0.43,,7/18/2011,18,199,64,73,9,7,0,42.32,42.64,0.32,0,2011
0,56.58,57.12,0.54,,7/18/2011,18,199,66,77,10,7,0,58.88,59.36,0.48,0,2011
0,74.86,75.56,0.7,,7/18/2011,18,199,65,79,11,7,0,82.61,83.01,0.4,0,2011
0,84.19,84.92,0.73,,7/18/2011,18,199,64,80,12,7,0,80.98,81.37,0.39,0,2011
0,95.96,96.53,0.57,,7/18/2011,18,199,67,79,13,7,0,72.86,73.19,0.33,0,2011
0,103.17,103.52,0.35,,7/18/2011,18,199,66,78,14,7,0,75.72,75.96,0.24,0,2011
0,102.28,102.47,0.19,,7/18/2011,18,199,67,79,15,7,0,80.94,81.09,0.15,0,2011
0,103.76,103.95,0.19,,7/18/2011,18,199,64,81,16,7,0,113.26,113.41,0.15,0,2011
0,110.02,110.28,0.26,,7/18/2011,18,199,65,78,17,7,0,105.33,105.52,0.19,0,2011
0,101.91,102.34,0.43,,7/18/2011,18,199,69,72,18,7,0,70.94,71.13,0.19,0,2011
0,87.37,87.83,0.46,,7/18/2011,18,199,70,74,19,7,0,67.32,67.64,0.32,0,2011
0,78.29,78.76,0.47,,7/18/2011,18,199,69,75,20,7,0,74.23,74.67,0.44,0,2011
0,69.47,70,0.53,,7/18/2011,18,199,69,74,21,7,0,83.57,84.06,0.49,0,2011
0,55.93,56.36,0.43,,7/18/2011,18,199,68,72,22,7,0,59.26,59.62,0.36,0,2011
0,45.5,45.76,0.26,,7/18/2011,18,199,68,72,23,7,0,41.78,42.01,0.23,0,2011
0,42,42.25,0.25,,7/18/2011,18,199,67,72,24,7,0,41.33,41.6,0.27,0,2011
0,43.37,43.93,0.56,,7/19/2011,19,200,67,71,1,7,0,41.63,42.06,0.43,1,2011
3.02,41.47,45,0.51,,7/19/2011,19,200,67,69,2,7,0,40.96,41.43,0.47,1,2011
0,39.77,40.28,0.51,,7/19/2011,19,200,67,70,3,7,0,40.21,40.64,0.43,1,2011
0,38.72,39.2,0.48,,7/19/2011,19,200,67,70,4,7,0,39.78,40.17,0.39,1,2011
0,38.92,39.4,0.48,,7/19/2011,19,200,67,70,5,7,0,40.26,40.65,0.39,1,2011
0,39.9,40.38,0.48,,7/19/2011,19,200,67,69,6,7,0,42.47,42.84,0.37,1,2011
0.08,43.56,44.2,0.56,,7/19/2011,19,200,66,69,7,7,0,47.83,48.26,0.43,1,2011
0,45.55,45.82,0.27,,7/19/2011,19,200,67,71,8,7,0,59.93,60.14,0.21,1,2011
0,47.1,47.43,0.33,,7/19/2011,19,200,65,75,9,7,0,75.1,75.41,0.31,1,2011
0,48.71,49.11,0.4,,7/19/2011,19,200,64,76,10,7,0,98.51,98.8,0.29,1,2011
0,65.48,66.07,0.59,,7/19/2011,19,200,63,77,11,7,0,99.21,99.4,0.19,1,2011
0,85.14,85.85,0.71,,7/19/2011,19,200,63,78,12,7,0,86.87,87.07,0.2,1,2011
0,86.82,87.3,0.48,,7/19/2011,19,200,62,79,13,7,0,86.98,87.16,0.18,1,2011
0,93.97,94.41,0.44,,7/19/2011,19,200,59,81,14,7,0,110.56,110.73,0.17,1,2011
0,103.81,104.1,0.29,,7/19/2011,19,200,57,83,15,7,0,108.74,108.72,-0.02,1,2011
0,104.05,104.26,0.21,,7/19/2011,19,200,56,84,16,7,0,89.66,89.81,0.15,1,2011
0,104.65,104.96,0.31,,7/19/2011,19,200,57,84,17,7,0,97.37,97.62,0.25,1,2011
0,93.27,93.65,0.38,,7/19/2011,19,200,57,84,18,7,0,98.48,98.82,0.34,1,2011
0,84.56,85.14,0.58,,7/19/2011,19,200,57,83,19,7,0,86.97,87.36,0.39,1,2011
0,70.92,71.52,0.6,,7/19/2011,19,200,56,80,20,7,0,67.05,67.5,0.45,1,2011
0,67.23,67.83,0.6,,7/19/2011,19,200,55,78,21,7,0,91.46,92,0.54,1,2011
0,56.8,57.25,0.45,,7/19/2011,19,200,55,76,22,7,0,66.12,66.55,0.43,1,2011
0,46.77,47.21,0.44,,7/19/2011,19,200,56,72,23,7,0,54.82,55.35,0.53,1,2011
0,42.66,42.98,0.32,,7/19/2011,19,200,54,75,24,7,0,45.14,45.66,0.52,1,2011
0,44.36,44.96,0.6,,7/20/2011,20,201,55,69,1,7,0,46.81,47.41,0.6,2,2011
0,42.24,42.78,0.54,,7/20/2011,20,201,56,70,2,7,0,43.83,44.38,0.55,2,2011
0,41.26,41.74,0.48,,7/20/2011,20,201,56,68,3,7,0,42.89,43.44,0.55,2,2011
0,40.77,41.24,0.47,,7/20/2011,20,201,56,70,4,7,0,41.88,42.41,0.53,2,2011
0,41.18,41.66,0.48,,7/20/2011,20,201,56,68,5,7,0,42.41,42.93,0.52,2,2011
0,41.63,42.11,0.48,,7/20/2011,20,201,56,69,6,7,0,41.94,42.41,0.47,2,2011
0,44.54,45.14,0.6,,7/20/2011,20,201,56,68,7,7,0,43.86,44.17,0.31,2,2011
0,47.82,48.23,0.41,,7/20/2011,20,201,58,69,8,7,0,47.07,47.29,0.22,2,2011
0,49.58,50.02,0.44,,7/20/2011,20,201,56,73,9,7,0,46.56,46.77,0.21,2,2011
0,59.98,60.49,0.51,,7/20/2011,20,201,58,76,10,7,0,48.04,48.24,0.2,2,2011
0,69.52,70.12,0.6,,7/20/2011,20,201,59,78,11,7,0,56.89,57.22,0.33,2,2011
0,75.38,76.04,0.66,,7/20/2011,20,201,61,79,12,7,0,70.29,70.84,0.55,2,2011
0,80.89,81.52,0.63,,7/20/2011,20,201,63,82,13,7,0,74.28,74.79,0.51,2,2011
0,94.13,94.53,0.4,,7/20/2011,20,201,64,83,14,7,0,78.3,78.71,0.41,2,2011
0,121.24,121.66,0.42,,7/20/2011,20,201,65,85,15,7,0.53,83.19,84.11,0.39,2,2011
0,124.45,125,0.55,,7/20/2011,20,201,65,86,16,7,6.52,113.46,120.29,0.31,2,2011
0,125.07,125.58,0.51,,7/20/2011,20,201,67,83,17,7,6.75,111.63,118.78,0.4,2,2011
0,115.63,116.07,0.44,,7/20/2011,20,201,67,84,18,7,9.42,107.9,117.8,0.48,2,2011
0,89.13,89.68,0.55,,7/20/2011,20,201,67,82,19,7,0,78.39,78.92,0.53,2,2011
0,79.93,80.58,0.65,,7/20/2011,20,201,65,80,20,7,0,64.34,64.82,0.48,2,2011
0,77.44,78.09,0.65,,7/20/2011,20,201,63,77,21,7,0,70.24,70.84,0.6,2,2011
0,67.19,67.73,0.54,,7/20/2011,20,201,62,74,22,7,0,62.53,63.07,0.54,2,2011
0,51.61,52,0.39,,7/20/2011,20,201,64,73,23,7,0,56.19,56.83,0.64,2,2011
0,49,49.51,0.51,,7/20/2011,20,201,64,72,24,7,0,54.18,54.95,0.77,2,2011
0,49.55,50.16,0.61,,7/21/2011,21,202,65,70,1,7,0,53.64,54.4,0.76,3,2011
0,47.1,47.72,0.62,,7/21/2011,21,202,66,70,2,7,0,49.16,49.95,0.79,3,2011
0,45.14,45.74,0.6,,7/21/2011,21,202,67,69,3,7,0,47.14,47.9,0.76,3,2011
0,43.08,43.63,0.55,,7/21/2011,21,202,67,69,4,7,0,46.43,47.14,0.71,3,2011
0,43.88,44.44,0.56,,7/21/2011,21,202,67,69,5,7,0,46.23,46.93,0.7,3,2011
0,46.46,47.06,0.6,,7/21/2011,21,202,68,69,6,7,0,40.1,40.63,0.53,3,2011
0,49.95,50.58,0.63,,7/21/2011,21,202,69,70,7,7,0,43.73,44.03,0.3,3,2011
0,59.6,60.01,0.41,,7/21/2011,21,202,70,72,8,7,0,48.53,48.79,0.26,3,2011
0,65.51,65.92,0.41,,7/21/2011,21,202,71,75,9,7,0,63.47,63.85,0.38,3,2011
0,108.36,109.18,0.82,,7/21/2011,21,202,72,77,10,7,0,112.64,113.38,0.74,3,2011
0,138.34,139.64,1.3,,7/21/2011,21,202,72,78,11,7,0,153.51,154.59,1.08,3,2011
0,204.89,206.84,1.95,,7/21/2011,21,202,72,83,12,7,0,173.11,174.24,1.13,3,2011
0,216.8,218.56,1.76,,7/21/2011,21,202,71,86,13,7,0,218.68,220.06,1.38,3,2011
0,228.03,229.54,1.51,,7/21/2011,21,202,70,89,14,7,0,252.73,254.62,1.89,3,2011
0,222.33,223.46,1.13,,7/21/2011,21,202,70,91,15,7,0,145,146.03,1.03,3,2011
0,228.57,229.66,1.09,,7/21/2011,21,202,71,90,16,7,0,178.91,180.33,1.42,3,2011
0,230.33,231.55,1.22,,7/21/2011,21,202,74,89,17,7,0,216.52,218.57,2.05,3,2011
0,231.43,233.05,1.62,,7/21/2011,21,202,75,89,18,7,14.01,133.62,148.86,1.23,3,2011
0,232.17,234.23,2.06,,7/21/2011,21,202,75,88,19,7,0,140.77,142.15,1.38,3,2011
0,221.03,223.38,2.35,,7/21/2011,21,202,76,86,20,7,0,194.26,196.25,1.99,3,2011
0,210.99,213.41,2.42,,7/21/2011,21,202,75,83,21,7,0,207.59,209.55,1.96,3,2011
0,163.28,165.32,2.04,,7/21/2011,21,202,74,81,22,7,0,195.51,197.64,2.13,3,2011
0,88.83,89.66,0.83,,7/21/2011,21,202,74,80,23,7,0,81,81.86,0.86,3,2011
0,70.45,71.13,0.68,,7/21/2011,21,202,73,79,24,7,0,61.57,62.2,0.63,3,2011
0,58.38,59.09,0.71,,7/22/2011,22,203,73,77,1,7,0,59.61,60.27,0.66,4,2011
1.61,52.31,54.72,0.8,,7/22/2011,22,203,73,77,2,7,0,57.56,58.29,0.73,4,2011
0,46.26,46.86,0.6,,7/22/2011,22,203,72,78,3,7,0,53.08,53.81,0.73,4,2011
0,44.21,44.78,0.57,,7/22/2011,22,203,72,77,4,7,0,49.36,50.01,0.65,4,2011
