DA_CC,DA_EC,DA_LMP,DA_MLC,DEMAND,Date,Day,DayOfYear,DewPnt,DryBulb,Hour,Month,RT_CC,RT_EC,RT_LMP,RT_MLC,WeekDay,Year
0,47.8,48.15,0.35,,2/26/2011,26,57,19,28,23,2,0,41.17,41.28,0.11,5,2011
0,41.86,42.23,0.37,,2/26/2011,26,57,21,27,24,2,0,39.12,39.22,0.1,5,2011
0,38.99,39.34,0.35,,2/27/2011,27,58,24,25,1,2,0,38.58,38.7,0.12,6,2011
0,37.86,38.24,0.38,,2/27/2011,27,58,24,25,2,2,0,37.55,37.75,0.2,6,2011
0,37.74,38.15,0.41,,2/27/2011,27,58,24,25,3,2,0,38.36,38.58,0.22,6,2011
0,37.56,37.98,0.42,,2/27/2011,27,58,25,26,4,2,0,38.3,38.52,0.22,6,2011
0,37.69,38.08,0.39,,2/27/2011,27,58,25,25,5,2,0,39.06,39.29,0.23,6,2011
0,37.98,38.36,0.38,,2/27/2011,27,58,26,26,6,2,0,38.79,38.99,0.2,6,2011
-0.05,38.85,39.08,0.28,,2/27/2011,27,58,26,26,7,2,0,38.13,38.25,0.12,6,2011
-0.23,40.05,40.03,0.21,,2/27/2011,27,58,26,26,8,2,0,36.04,36.09,0.05,6,2011
0,45.09,45.39,0.3,,2/27/2011,27,58,27,27,9,2,0,41.07,41.12,0.05,6,2011
0,51.99,52.32,0.33,,2/27/2011,27,58,27,27,10,2,0,45.97,46.05,0.08,6,2011
0,52.01,52.43,0.42,,2/27/2011,27,58,26,28,11,2,0,46.91,47.05,0.14,6,2011
0,51.74,52.14,0.4,,2/27/2011,27,58,25,27,12,2,0,48.76,48.9,0.14,6,2011
0,52.12,52.5,0.38,,2/27/2011,27,58,22,25,13,2,0,51.65,51.79,0.14,6,2011
0,47.39,47.71,0.32,,2/27/2011,27,58,21,25,14,2,0,44.48,44.61,0.13,6,2011
0,43.12,43.43,0.31,,2/27/2011,27,58,21,24,15,2,0,42.98,43.14,0.16,6,2011
-0.41,42.53,42.42,0.3,,2/27/2011,27,58,20,24,16,2,0,41.73,41.85,0.12,6,2011
-0.42,45.52,45.44,0.34,,2/27/2011,27,58,20,24,17,2,0,45.73,45.87,0.14,6,2011
-0.53,59.99,59.94,0.48,,2/27/2011,27,58,19,23,18,2,0,66.67,66.81,0.14,6,2011
0.84,66.78,68.04,0.42,,2/27/2011,27,58,20,22,19,2,0,149.36,149.5,0.14,6,2011
0,60.67,61.09,0.42,,2/27/2011,27,58,20,22,20,2,0,51.74,51.81,0.07,6,2011
0,54.71,55.14,0.43,,2/27/2011,27,58,19,21,21,2,0,56.76,56.98,0.22,6,2011
0,47.82,48.1,0.28,,2/27/2011,27,58,19,21,22,2,0,47.45,47.67,0.22,6,2011
0,43.03,43.31,0.28,,2/27/2011,27,58,20,21,23,2,0,44.25,44.39,0.14,6,2011
0,38.54,38.76,0.22,,2/27/2011,27,58,21,22,24,2,0,30.7,30.77,0.07,6,2011
0,35.67,35.8,0.13,,2/28/2011,28,59,22,22,1,2,0,36.6,36.77,0.17,0,2011
-0.01,35.52,35.67,0.16,,2/28/2011,28,59,22,22,2,2,0,38.64,38.86,0.22,0,2011
-0.02,35.43,35.57,0.16,,2/28/2011,28,59,22,22,3,2,0,39.74,39.95,0.21,0,2011
-0.02,35.26,35.38,0.14,,2/28/2011,28,59,22,22,4,2,0,38.12,38.3,0.18,0,2011
-0.01,35.55,35.67,0.13,,2/28/2011,28,59,22,22,5,2,0,39.75,39.92,0.17,0,2011
-3.59,40.15,36.7,0.14,,2/28/2011,28,59,22,23,6,2,0,41.07,41.28,0.21,0,2011
-7.81,53.15,45.65,0.31,,2/28/2011,28,59,22,23,7,2,0,93.93,94.26,0.33,0,2011
-1.43,53.66,52.54,0.31,,2/28/2011,28,59,23,23,8,2,0,62.46,62.66,0.2,0,2011
0,59.46,59.8,0.34,,2/28/2011,28,59,25,26,9,2,0,65.12,65.34,0.22,0,2011
0,60.89,61.19,0.3,,2/28/2011,28,59,28,28,10,2,0,77.17,77.45,0.28,0,2011
0,60.03,60.35,0.32,,2/28/2011,28,59,30,30,11,2,0,81.03,81.48,0.45,0,2011
-0.23,54.93,54.97,0.27,,2/28/2011,28,59,31,31,12,2,0,78.65,79.05,0.4,0,2011
0,53.41,53.69,0.28,,2/28/2011,28,59,32,32,13,2,0,92.55,93.06,0.51,0,2011
-0.35,47.95,47.85,0.25,,2/28/2011,28,59,32,32,14,2,0,78.06,78.49,0.43,0,2011
-0.23,47.2,47.23,0.26,,2/28/2011,28,59,35,35,15,2,0,46.52,46.69,0.17,0,2011
-0.25,47.09,47.06,0.22,,2/28/2011,28,59,37,37,16,2,0,46.03,46.18,0.15,0,2011
-0.26,49.35,49.36,0.27,,2/28/2011,28,59,40,40,17,2,0,62.22,62.42,0.2,0,2011
-0.48,64.78,64.55,0.25,,2/28/2011,28,59,40,40,18,2,0,87.18,87.31,0.13,0,2011
0.25,71.74,72.19,0.2,,2/28/2011,28,59,41,42,19,2,0,63,63,0,0,2011
0.47,64.44,65.15,0.24,,2/28/2011,28,59,38,40,20,2,0,100.81,100.88,0.07,0,2011
0,54.58,54.87,0.29,,2/28/2011,28,59,36,39,21,2,0,74.6,74.82,0.22,0,2011
0,46.72,46.85,0.13,,2/28/2011,28,59,34,38,22,2,0,41.22,41.39,0.17,0,2011
0,41.44,41.58,0.14,,2/28/2011,28,59,32,37,23,2,0,32.78,32.92,0.14,0,2011
0,36.93,37.09,0.16,,2/28/2011,28,59,31,36,24,2,0,28.57,28.73,0.16,0,2011
0,34.97,35.28,0.31,,3/1/2011,1,60,25,33,1,3,0,34.9,35.19,0.29,1,2011
0,34.98,35.33,0.35,,3/1/2011,1,60,22,32,2,3,0,38.6,38.95,0.35,1,2011
0,32.69,33.03,0.34,,3/1/2011,1,60,20,30,3,3,0,37.48,37.81,0.33,1,2011
0,34.97,35.32,0.35,,3/1/2011,1,60,21,28,4,3,0,38.65,39,0.35,1,2011
0,35.15,35.47,0.32,,3/1/2011,1,60,16,27,5,3,0,38.61,38.95,0.34,1,2011
0,35.6,35.92,0.32,,3/1/2011,1,60,15,26,6,3,0,45.99,46.34,0.35,1,2011
0,48.26,48.74,0.48,,3/1/2011,1,60,13,25,7,3,0,56.36,56.65,0.29,1,2011
0,56.69,57.22,0.53,,3/1/2011,1,60,13,24,8,3,0,55.78,56.11,0.33,1,2011
0,56.24,56.73,0.49,,3/1/2011,1,60,12,24,9,3,0,52.81,53.1,0.29,1,2011
0,57.04,57.48,0.44,,3/1/2011,1,60,12,24,10,3,0,51.46,51.77,0.31,1,2011
0,55.55,55.98,0.43,,3/1/2011,1,60,13,26,11,3,0,48.86,49.29,0.43,1,2011
0,53.05,53.52,0.47,,3/1/2011,1,60,10,29,12,3,0,47.85,48.33,0.48,1,2011
0,51.78,52.22,0.44,,3/1/2011,1,60,8,30,13,3,0,46.1,46.56,0.46,1,2011
0,49.9,50.31,0.41,,3/1/2011,1,60,6,31,14,3,0,45.78,46.24,0.46,1,2011
0,47.81,48.21,0.4,,3/1/2011,1,60,5,32,15,3,0,41.38,41.73,0.35,1,2011
0,45.11,45.51,0.4,,3/1/2011,1,60,5,34,16,3,0,41.46,41.78,0.32,1,2011
0,51.94,52.25,0.31,,3/1/2011,1,60,4,34,17,3,0,47.79,48.15,0.36,1,2011
0,66.08,66.55,0.47,,3/1/2011,1,60,8,33,18,3,0,56.14,56.49,0.35,1,2011
0,77.41,77.83,0.42,,3/1/2011,1,60,8,30,19,3,0,86.96,87.27,0.31,1,2011
0,71.53,71.87,0.34,,3/1/2011,1,60,8,28,20,3,0,83.72,84.07,0.35,1,2011
0,62.46,62.96,0.5,,3/1/2011,1,60,10,28,21,3,0,68.83,69.25,0.42,1,2011
0,54.95,55.38,0.43,,3/1/2011,1,60,9,26,22,3,0,51.68,52.13,0.45,1,2011
-0.03,49.61,49.83,0.25,,3/1/2011,1,60,10,25,23,3,0,44.42,44.76,0.34,1,2011
-0.15,40,40.06,0.21,,3/1/2011,1,60,9,23,24,3,0,40.32,40.64,0.32,1,2011
0,41.86,42.25,0.39,,3/2/2011,2,61,9,24,1,3,0,45.31,45.77,0.46,2,2011
0,39.53,39.91,0.38,,3/2/2011,2,61,8,25,2,3,0,40.35,40.75,0.4,2,2011
0,38.47,38.85,0.38,,3/2/2011,2,61,7,25,3,3,0,37.88,38.26,0.38,2,2011
0,38.43,38.79,0.36,,3/2/2011,2,61,7,25,4,3,0,37.24,37.62,0.38,2,2011
0,39.39,39.73,0.34,,3/2/2011,2,61,12,27,5,3,0,45.23,45.63,0.4,2,2011
0,43.69,44.05,0.36,,3/2/2011,2,61,16,27,6,3,0,55.12,55.58,0.46,2,2011
0,52.93,53.26,0.33,,3/2/2011,2,61,18,26,7,3,0,73.59,73.94,0.35,2,2011
0,67.58,68.03,0.45,,3/2/2011,2,61,21,28,8,3,0,74.05,74.45,0.4,2,2011
0,60.79,61.09,0.3,,3/2/2011,2,61,23,30,9,3,0,66.7,67.2,0.5,2,2011
0,62.85,63.14,0.29,,3/2/2011,2,61,23,35,10,3,0,68.09,68.68,0.59,2,2011
0,66.35,66.7,0.35,,3/2/2011,2,61,22,38,11,3,0,63.45,63.9,0.45,2,2011
0,60.27,60.65,0.38,,3/2/2011,2,61,22,38,12,3,0,78.79,79.53,0.74,2,2011
0,56.36,56.77,0.41,,3/2/2011,2,61,22,38,13,3,0,53.14,53.69,0.55,2,2011
0,54.36,54.71,0.35,,3/2/2011,2,61,22,39,14,3,0,52.26,52.83,0.57,2,2011
0,50.67,51.04,0.37,,3/2/2011,2,61,22,41,15,3,0,51.32,51.87,0.55,2,2011
0,48.97,49.31,0.34,,3/2/2011,2,61,25,38,16,3,0,53.42,54.01,0.59,2,2011
0,53.21,53.56,0.35,,3/2/2011,2,61,22,37,17,3,0,52.42,52.92,0.5,2,2011
0,75.32,75.75,0.43,,3/2/2011,2,61,18,35,18,3,-0.15,83.4,83.88,0.63,2,2011
0,84.29,84.57,0.28,,3/2/2011,2,61,9,30,19,3,-0.09,91.22,91.6,0.47,2,2011
0,80.49,80.67,0.18,,3/2/2011,2,61,6,27,20,3,0,84.75,85.28,0.53,2,2011
0,70.25,70.59,0.34,,3/2/2011,2,61,7,24,21,3,0,88.69,89.36,0.67,2,2011
0,56.95,57.42,0.47,,3/2/2011,2,61,10,22,22,3,0,51.97,52.53,0.56,2,2011
0,53.34,53.7,0.36,,3/2/2011,2,61,11,21,23,3,0,49.17,49.71,0.54,2,2011
0,42.8,43.07,0.27,,3/2/2011,2,61,-1,17,24,3,0,41.3,41.79,0.49,2,2011
0,54.68,55.3,0.62,,3/3/2011,3,62,-2,15,1,3,0,37.25,37.67,0.42,3,2011
0,49.35,49.99,0.64,,3/3/2011,3,62,-2,13,2,3,0,39.38,39.87,0.49,3,2011
0,46.71,47.28,0.57,,3/3/2011,3,62,-5,11,3,3,0,37.51,38,0.49,3,2011
0,46.76,47.34,0.58,,3/3/2011,3,62,-6,10,4,3,0,39.06,39.54,0.48,3,2011
0,53.33,53.96,0.63,,3/3/2011,3,62,-6,8,5,3,0,43.85,44.3,0.45,3,2011
0,62.04,62.79,0.75,,3/3/2011,3,62,-7,7,6,3,0,53.41,53.87,0.46,3,2011
0,91.48,92.42,0.94,,3/3/2011,3,62,-7,6,7,3,0,78.52,79.04,0.52,3,2011
0,99.35,99.98,0.63,,3/3/2011,3,62,-7,6,8,3,0,71.62,71.89,0.27,3,2011
0,89.37,89.89,0.52,,3/3/2011,3,62,-7,8,9,3,0,76.67,77,0.33,3,2011
0,85.99,86.47,0.48,,3/3/2011,3,62,-7,9,10,3,0,75.34,75.67,0.33,3,2011
0,90.51,90.95,0.44,,3/3/2011,3,62,-8,13,11,3,0,75.55,75.88,0.33,3,2011
0,84.65,85.15,0.5,,3/3/2011,3,62,-7,16,12,3,0,67.72,67.96,0.24,3,2011
-0.32,75.53,75.58,0.37,,3/3/2011,3,62,-7,20,13,3,0,68.45,68.85,0.4,3,2011
-0.55,72.88,72.76,0.43,,3/3/2011,3,62,-5,22,14,3,0,60.15,60.53,0.38,3,2011
-0.24,68.95,69.15,0.44,,3/3/2011,3,62,-8,23,15,3,0,51.53,51.8,0.27,3,2011
-0.78,69.05,68.59,0.32,,3/3/2011,3,62,-7,25,16,3,0,52.16,52.44,0.28,3,2011
-1.1,67.94,67.19,0.35,,3/3/2011,3,62,-10,26,17,3,0,57.27,57.53,0.26,3,2011
-0.3,89.05,89.33,0.58,,3/3/2011,3,62,-8,24,18,3,0,64.58,64.84,0.26,3,2011
-0.75,107.11,106.95,0.59,,3/3/2011,3,62,-12,23,19,3,0,69.47,69.51,0.04,3,2011
-0.47,94.12,94.12,0.47,,3/3/2011,3,62,-8,21,20,3,0,69.98,70.15,0.17,3,2011
0,85.44,85.82,0.38,,3/3/2011,3,62,-10,20,21,3,0,72.29,72.54,0.25,3,2011
-1.35,70.6,69.68,0.43,,3/3/2011,3,62,-9,18,22,3,0,64.19,64.55,0.36,3,2011
-0.3,65.84,65.83,0.29,,3/3/2011,3,62,-10,19,23,3,0,61.4,61.7,0.3,3,2011
-4.6,62.6,58.34,0.34,,3/3/2011,3,62,-9,18,24,3,0,45,45.16,0.16,3,2011
-3.32,46.71,43.88,0.49,,3/4/2011,4,63,-9,18,1,3,0,43.4,43.65,0.25,4,2011
-3.47,45.11,42.08,0.44,,3/4/2011,4,63,-8,16,2,3,0,44.7,45.03,0.33,4,2011
-2.82,41.63,39.22,0.41,,3/4/2011,4,63,-7,15,3,3,0,44.38,44.72,0.34,4,2011
-2.73,43.03,40.73,0.43,,3/4/2011,4,63,-9,17,4,3,0,47.34,47.69,0.35,4,2011
-3.89,45.02,41.55,0.42,,3/4/2011,4,63,-9,17,5,3,0,50.98,51.28,0.3,4,2011
-3.94,50.28,46.78,0.44,,3/4/2011,4,63,-7,16,6,3,0,44.79,44.98,0.19,4,2011
-3.64,51.86,48.88,0.66,,3/4/2011,4,63,-3,15,7,3,0,59.52,59.97,0.45,4,2011
0.09,68.21,69.26,0.96,,3/4/2011,4,63,-2,15,8,3,0,57.64,58.13,0.49,4,2011
1.9,66.66,69.4,0.84,,3/4/2011,4,63,-6,16,9,3,0,57.72,58.21,0.49,4,2011
1.46,59.92,62.15,0.77,,3/4/2011,4,63,-1,19,10,3,0,48.56,49.05,0.49,4,2011
0.45,55.65,56.8,0.7,,3/4/2011,4,63,-4,21,11,3,0,45.33,45.71,0.38,4,2011
2.01,53.54,56.23,0.68,,3/4/2011,4,63,-3,24,12,3,0,42.67,42.95,0.28,4,2011
1.72,48.52,50.81,0.57,,3/4/2011,4,63,0,28,13,3,0,42.09,42.38,0.29,4,2011
2.38,49.06,51.97,0.53,,3/4/2011,4,63,5,30,14,3,0,45.77,46.09,0.32,4,2011
0.57,45.34,46.45,0.54,,3/4/2011,4,63,8,32,15,3,0,45.52,45.84,0.32,4,2011
-0.36,43.83,43.97,0.5,,3/4/2011,4,63,13,33,16,3,0,42.97,43.25,0.28,4,2011
0.85,45.58,46.95,0.52,,3/4/2011,4,63,13,33,17,3,0,45.86,46.17,0.31,4,2011
2.98,54.92,58.5,0.6,,3/4/2011,4,63,12,32,18,3,0,52.97,53.28,0.31,4,2011
3.81,68.79,73.3,0.7,,3/4/2011,4,63,16,29,19,3,0,58.01,58.21,0.2,4,2011
3.32,60.93,64.94,0.69,,3/4/2011,4,63,17,28,20,3,0,50.34,50.56,0.22,4,2011
2.71,51.96,55.2,0.53,,3/4/2011,4,63,19,27,21,3,0,47.46,47.65,0.19,4,2011
0.14,46.9,47.47,0.43,,3/4/2011,4,63,20,26,22,3,0,44.94,45.16,0.22,4,2011
-0.14,46.82,47.04,0.36,,3/4/2011,4,63,21,26,23,3,0,37.4,37.59,0.19,4,2011
0,42.95,43.36,0.41,,3/4/2011,4,63,23,27,24,3,0,28.3,28.41,0.11,4,2011
0,35.44,35.56,0.12,,3/5/2011,5,64,24,27,1,3,0,37.89,38.06,0.17,5,2011
0,35.45,35.6,0.15,,3/5/2011,5,64,26,28,2,3,0,49.22,49.49,0.27,5,2011
0,34.98,35.14,0.16,,3/5/2011,5,64,27,28,3,3,0,48.69,48.92,0.23,5,2011
0,34.95,35.11,0.16,,3/5/2011,5,64,29,30,4,3,0,45.62,45.85,0.23,5,2011
0,34.99,35.15,0.16,,3/5/2011,5,64,30,30,5,3,0,40.27,40.48,0.21,5,2011
0,35.5,35.66,0.16,,3/5/2011,5,64,30,31,6,3,0,39.52,39.66,0.14,5,2011
0,35.42,35.49,0.07,,3/5/2011,5,64,32,32,7,3,0,37.1,37.18,0.08,5,2011
0,38.83,38.91,0.08,,3/5/2011,5,64,33,33,8,3,0,44.9,44.98,0.08,5,2011
-1.43,40.54,39.21,0.1,,3/5/2011,5,64,35,35,9,3,0,57.65,57.63,-0.02,5,2011
-1.75,41.22,39.57,0.1,,3/5/2011,5,64,36,36,10,3,0,64.31,64.26,-0.05,5,2011
-1.25,43.67,42.57,0.15,,3/5/2011,5,64,38,38,11,3,0,59.11,59.02,-0.09,5,2011
-1.25,43.61,42.51,0.15,,3/5/2011,5,64,38,40,12,3,0,51.63,51.64,0.01,5,2011
-2.35,41.87,39.59,0.07,,3/5/2011,5,64,39,44,13,3,0,49.91,49.94,0.03,5,2011
-0.97,40.24,39.31,0.04,,3/5/2011,5,64,39,46,14,3,0,38.19,38.26,0.07,5,2011
-0.67,39.19,38.55,0.03,,3/5/2011,5,64,38,48,15,3,0,44.34,44.44,0.1,5,2011
-0.82,37.88,37.11,0.05,,3/5/2011,5,64,38,49,16,3,0,36.46,36.5,0.04,5,2011
-1.13,39.27,38.19,0.05,,3/5/2011,5,64,38,49,17,3,0,47.43,47.43,0,5,2011
-2.61,42.34,39.8,0.07,,3/5/2011,5,64,38,50,18,3,0,53.89,53.71,-0.18,5,2011
-1.31,54.17,52.95,0.09,,3/5/2011,5,64,36,48,19,3,0.3,66.17,66.19,-0.28,5,2011
-1.62,44.07,42.51,0.06,,3/5/2011,5,64,38,47,20,3,0.03,44.13,44.05,-0.11,5,2011
0,39.66,39.7,0.04,,3/5/2011,5,64,41,46,21,3,0.02,49.86,49.93,0.05,5,2011
0,39.79,39.84,0.05,,3/5/2011,5,64,42,46,22,3,0,42.21,42.35,0.14,5,2011
0,36.08,36.23,0.15,,3/5/2011,5,64,43,45,23,3,0,33.66,33.79,0.13,5,2011
-0.06,35.33,35.41,0.14,,3/5/2011,5,64,43,45,24,3,0,43.49,43.69,0.2,5,2011
0,35.44,35.61,0.17,,3/6/2011,6,65,43,45,1,3,0,38.72,38.89,0.17,6,2011
0,35.45,35.61,0.16,,3/6/2011,6,65,42,45,2,3,0,37.35,37.61,0.26,6,2011
0,35.13,35.31,0.18,,3/6/2011,6,65,42,46,3,3,0,39.66,39.98,0.32,6,2011
0,34.78,34.97,0.19,,3/6/2011,6,65,41,47,4,3,0,39.93,40.24,0.31,6,2011
0,35.16,35.35,0.19,,3/6/2011,6,65,43,46,5,3,0,37.17,37.45,0.28,6,2011
0,35.36,35.52,0.16,,3/6/2011,6,65,43,46,6,3,0,36.85,37.08,0.23,6,2011
0,35.63,35.78,0.15,,3/6/2011,6,65,44,45,7,3,0,34.33,34.58,0.25,6,2011
-0.44,35.89,35.59,0.14,,3/6/2011,6,65,45,46,8,3,0,33.62,33.87,0.25,6,2011
-0.14,36.39,36.39,0.14,,3/6/2011,6,65,46,47,9,3,0,36.94,37.12,0.18,6,2011
0,39.99,40.14,0.15,,3/6/2011,6,65,47,48,10,3,0,42.57,42.72,0.15,6,2011
0,42.59,42.77,0.18,,3/6/2011,6,65,47,50,11,3,0,52.03,52.21,0.18,6,2011
0,43.85,44.05,0.2,,3/6/2011,6,65,48,50,12,3,0,42.22,42.38,0.16,6,2011
0,42.55,42.65,0.1,,3/6/2011,6,65,48,50,13,3,0,46.32,46.49,0.17,6,2011
0,40.35,40.46,0.11,,3/6/2011,6,65,48,50,14,3,0,53.6,53.85,0.25,6,2011
0,39.23,39.31,0.08,,3/6/2011,6,65,48,49,15,3,0,40.69,40.86,0.17,6,2011
0,39.22,39.28,0.06,,3/6/2011,6,65,47,48,16,3,0,44.41,44.57,0.16,6,2011
0,39.44,39.5,0.06,,3/6/2011,6,65,48,48,17,3,0,57.2,57.43,0.23,6,2011
0,50.76,50.98,0.22,,3/6/2011,6,65,48,48,18,3,0,97.41,97.43,0.02,6,2011
0,61.56,61.69,0.13,,3/6/2011,6,65,48,48,19,3,0,109.38,109.08,-0.3,6,2011
0,53.79,53.88,0.09,,3/6/2011,6,65,47,47,20,3,0,43.85,43.78,-0.07,6,2011
0,44.47,44.63,0.16,,3/6/2011,6,65,48,48,21,3,0,38.75,38.75,0,6,2011
0,39.4,39.52,0.12,,3/6/2011,6,65,48,48,22,3,0,37.09,37.19,0.1,6,2011
0,38.98,39.03,0.05,,3/6/2011,6,65,49,49,23,3,0,35.23,35.39,0.16,6,2011
0,35.29,35.35,0.06,,3/6/2011,6,65,50,50,24,3,0,36.28,36.45,0.17,6,2011
0,36.43,36.66,0.23,,3/7/2011,7,66,50,50,1,3,0,35.09,35.27,0.18,0,2011
0,35.08,35.33,0.25,,3/7/2011,7,66,51,51,2,3,0,37.19,37.39,0.2,0,2011
0,34.94,35.2,0.26,,3/7/2011,7,66,51,51,3,3,0,38.97,39.17,0.2,0,2011
0,35.02,35.29,0.27,,3/7/2011,7,66,51,51,4,3,0,38.75,38.93,0.18,0,2011
0,35.22,35.46,0.24,,3/7/2011,7,66,52,52,5,3,0,37.54,37.67,0.13,0,2011
0,38.75,38.96,0.21,,3/7/2011,7,66,52,52,6,3,0,39.33,39.34,0.01,0,2011
-1.59,46.53,45.22,0.28,,3/7/2011,7,66,51,51,7,3,0,48.91,48.85,-0.06,0,2011
-0.41,58.6,58.51,0.32,,3/7/2011,7,66,51,51,8,3,0,68.54,68.56,0.02,0,2011
0,60.77,61.06,0.29,,3/7/2011,7,66,48,48,9,3,0,72.43,72.54,0.11,0,2011
0,63.05,63.31,0.26,,3/7/2011,7,66,41,41,10,3,0,88.48,88.55,0.07,0,2011
0,62.22,62.49,0.27,,3/7/2011,7,66,35,36,11,3,0.27,74.41,74.72,0.04,0,2011
0,61.35,61.66,0.31,,3/7/2011,7,66,31,32,12,3,0,82.18,82.51,0.33,0,2011
0,55.92,56.13,0.21,,3/7/2011,7,66,26,28,13,3,0,75.93,76.2,0.27,0,2011
0,53.19,53.43,0.24,,3/7/2011,7,66,23,28,14,3,0,48.19,48.36,0.17,0,2011
0,50.38,50.53,0.15,,3/7/2011,7,66,20,28,15,3,0,43.19,43.32,0.13,0,2011
0,47.49,47.64,0.15,,3/7/2011,7,66,18,29,16,3,0,47.71,47.86,0.15,0,2011
0,50.44,50.63,0.19,,3/7/2011,7,66,19,30,17,3,0,63.48,63.69,0.21,0,2011
0,66.85,67.14,0.29,,3/7/2011,7,66,19,30,18,3,0,90.9,90.97,0.07,0,2011
0,83.03,83.1,0.07,,3/7/2011,7,66,19,28,19,3,0,289.87,290.05,0.18,0,2011
0,74.51,74.67,0.16,,3/7/2011,7,66,18,26,20,3,0,57.9,58.03,0.13,0,2011
0,68.22,68.66,0.44,,3/7/2011,7,66,16,25,21,3,0,56.89,57.1,0.21,0,2011
0,54.15,54.5,0.35,,3/7/2011,7,66,17,24,22,3,0,66,66.46,0.46,0,2011
0,43.4,43.7,0.3,,3/7/2011,7,66,18,24,23,3,0,54.4,54.85,0.45,0,2011
0,39.42,39.63,0.21,,3/7/2011,7,66,18,24,24,3,0,36.37,36.68,0.31,0,2011
0,37.76,38.13,0.37,,3/8/2011,8,67,17,24,1,3,0,46.76,47.2,0.44,1,2011
0,36.26,36.65,0.39,,3/8/2011,8,67,16,23,2,3,0,46.51,46.99,0.48,1,2011
0,36.2,36.58,0.38,,3/8/2011,8,67,16,22,3,3,0,38.2,38.58,0.38,1,2011
0,35.26,35.61,0.35,,3/8/2011,8,67,14,21,4,3,0,38.63,39,0.37,1,2011
0,35.2,35.56,0.36,,3/8/2011,8,67,13,21,5,3,0,37.47,37.76,0.29,1,2011
0,38.26,38.64,0.38,,3/8/2011,8,67,12,21,6,3,0,38.03,38.37,0.34,1,2011
0,50.78,51.24,0.46,,3/8/2011,8,67,11,20,7,3,0,60.4,60.86,0.46,1,2011
0,69.94,70.38,0.44,,3/8/2011,8,67,12,20,8,3,0.03,72.91,73.43,0.49,1,2011
0,64.03,64.54,0.51,,3/8/2011,8,67,10,27,9,3,0.31,62.4,63.15,0.44,1,2011
0,64.36,64.86,0.5,,3/8/2011,8,67,11,28,10,3,0.11,49.89,50.47,0.47,1,2011
0,62.39,62.86,0.47,,3/8/2011,8,67,7,32,11,3,0,56.05,56.68,0.63,1,2011
0,60.66,61.2,0.54,,3/8/2011,8,67,7,34,12,3,0,41.76,42.21,0.45,1,2011
0.27,53.91,54.63,0.45,,3/8/2011,8,67,9,37,13,3,0,47.54,48.01,0.47,1,2011
0.21,51.65,52.24,0.38,,3/8/2011,8,67,8,39,14,3,0,48.53,48.99,0.46,1,2011
0.17,48.81,49.28,0.3,,3/8/2011,8,67,9,41,15,3,0,54.32,54.79,0.47,1,2011
0.1,46,46.46,0.36,,3/8/2011,8,67,8,41,16,3,0,37.89,38.15,0.26,1,2011
0,43.44,43.85,0.41,,3/8/2011,8,67,8,40,17,3,0,33.21,33.39,0.18,1,2011
0,66.18,66.76,0.58,,3/8/2011,8,67,9,40,18,3,0,52.33,52.55,0.22,1,2011
0,79.37,80,0.63,,3/8/2011,8,67,8,38,19,3,0,74.5,74.79,0.29,1,2011
0,68.84,69.33,0.49,,3/8/2011,8,67,8,36,20,3,0,77.9,78.02,0.12,1,2011
0,64.49,65,0.51,,3/8/2011,8,67,15,33,21,3,0,64.61,64.77,0.16,1,2011
0,47.91,48.37,0.46,,3/8/2011,8,67,18,31,22,3,0,39.59,39.76,0.17,1,2011
0,42.76,43,0.24,,3/8/2011,8,67,15,29,23,3,0,44.27,44.46,0.19,1,2011
0,36.14,36.35,0.21,,3/8/2011,8,67,14,28,24,3,0,34.39,34.59,0.2,1,2011
0,37.02,37.32,0.3,,3/9/2011,9,68,15,28,1,3,0,34.35,34.55,0.2,2,2011
0,35.36,35.63,0.27,,3/9/2011,9,68,17,27,2,3,0,37.09,37.27,0.18,2,2011
0,35.24,35.51,0.27,,3/9/2011,9,68,18,27,3,3,0,33.77,33.92,0.15,2,2011
0,35.11,35.39,0.28,,3/9/2011,9,68,19,26,4,3,0,30.76,30.9,0.14,2,2011
0,35.34,35.58,0.24,,3/9/2011,9,68,18,26,5,3,0,30.9,31.03,0.13,2,2011
0,37.21,37.4,0.19,,3/9/2011,9,68,19,25,6,3,0,35.23,35.35,0.12,2,2011
-1.55,66.56,65.59,0.58,,3/9/2011,9,68,19,24,7,3,0,62.51,62.48,-0.03,2,2011
-2.47,72.97,70.93,0.43,,3/9/2011,9,68,20,24,8,3,0,62.17,61.97,-0.2,2,2011
-2.72,71.12,68.83,0.43,,3/9/2011,9,68,21,26,9,3,0,66.46,66.33,-0.13,2,2011
-4.82,69.68,65.37,0.51,,3/9/2011,9,68,21,27,10,3,0,53.08,53.11,0.03,2,2011
-3.42,68.28,65.36,0.5,,3/9/2011,9,68,23,30,11,3,0,50.85,50.88,0.03,2,2011
-2.27,63.19,61.38,0.46,,3/9/2011,9,68,23,31,12,3,0,39.6,39.63,0.03,2,2011
0,53.94,54.33,0.39,,3/9/2011,9,68,24,31,13,3,0,46.92,47,0.08,2,2011
0,48.12,48.4,0.28,,3/9/2011,9,68,23,32,14,3,0,49.24,49.28,0.04,2,2011
-0.8,47.07,46.55,0.28,,3/9/2011,9,68,23,32,15,3,0,42.34,42.34,0,2,2011
